chr	pos	w	Order
chr3	114320000	12|13|14	3
chr3	114360000	3|4|5|6|7|8|9|10|11	9
chr3	114800000	4|5|6	3
chr3	114840000	3|7	2
chr3	115040000	3|15|16	3
chr3	115080000	13|14	2
chr3	115160000	6|7	2
chr3	115200000	3|4|5|8|9	5
chr3	115440000	4	1
chr3	115680000	3|4	2
chr3	115840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	116120000	3	1
chr3	116160000	4	1
chr3	116600000	32	1
chr3	116760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	117040000	3|4|5	3
chr3	117400000	3|4|6|7	4
chr3	117560000	3	1
chr3	117720000	3	1
chr3	117960000	15	1
chr3	118000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr3	118640000	3|4|5|6|7|8|9|10|11	9
chr3	118680000	12	1
chr3	118840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|33	29
chr3	118880000	31|32|34|35|36|37|38|39|40	9
chr3	119120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	119240000	5|6|7|8|9|11|13|14|15|16|24|25|26|27|28|29|30|31|32|34|36|37|38|39|40	25
chr3	119440000	36|37|38|39|40	5
chr3	119480000	3|4|5	3
chr3	119680000	3	1
chr3	119720000	4|17	2
chr3	119840000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	119880000	3|4|5|6|7	5
chr3	120200000	3|4|5|6|7|8|15|16|17|19|20|21|25|26|27|28|29|30|31|32|33|34|35|36|37|38	26
chr3	120240000	9|10|11|12|18|22|23|24	8
chr3	120400000	3|10|11|12|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34	21
chr3	120440000	13|14|15|16|17	5
chr3	120560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	29
chr3	120800000	3|4|5|7|8|9|10|11|12|13|14	11
chr3	120840000	6	1
chr3	121520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	121720000	3	1
chr3	121760000	4|5	2
chr3	122080000	4|5|28|29|30|31|32|33|34|35|36|37|38|39|40	15
chr3	122400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	122560000	3	1
chr3	122680000	3|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|39|40	26
chr3	122720000	4|5|6|7|8	5
chr3	123080000	3	1
chr3	123280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	123560000	3|4|5|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr3	123600000	6|7	2
chr3	123960000	3|4|5|6|7|9	6
chr3	124000000	8	1
chr3	124280000	3|4	2
chr3	124320000	5|6|7|8|9|10|11|14|15|16	10
chr3	124360000	17|18	2
chr3	124560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	26
chr3	124720000	20|21	2
chr3	124760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr3	124920000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19	15
chr3	124960000	4|5	2
chr3	125200000	3|4|5|6	4
chr3	125440000	3|4	2
chr3	125720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	125760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	125920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	125960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	126320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	126360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	126680000	3|4|5|6	4
chr3	127000000	3|4|5|6|7|8|9|10|11	9
chr3	127560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr3	127840000	3	1
chr3	128080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	128360000	3	1
chr3	128400000	4|5	2
chr3	128600000	3|4|5|6|7|8|9|10|11	9
chr3	128640000	12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|37	24
chr3	128840000	3	1
chr3	128880000	4|5|6|8|9|10|11|12|13|14|15|16|17|24|25|27|28|29|30	19
chr3	128920000	7|18|19|20|21|22|23|26	8
chr3	129120000	3	1
chr3	129160000	4|5|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	17
chr3	129280000	18|19	2
chr3	129320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20	16
chr3	129640000	3|4|5|6	4
chr3	129840000	3|4|5	3
chr3	130160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	130200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	130680000	3|4|5|6|7|8|9|10	8
chr3	130720000	11|12	2
chr3	131000000	5|6|9|10|11|12|13|14|15|16|17|18|19	13
chr3	131040000	3|4|7|8	4
chr3	131480000	13|14	2
chr3	131520000	3|4|5|6|7|8|9|10|11|12	10
chr3	131800000	3|4|5	3
chr3	132040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	23
chr3	132200000	3|4|5	3
chr3	132240000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr3	132440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	132680000	31|32|33|34|35|36|37|38|39|40	10
chr3	132720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr3	133040000	3|4|5|6|7	5
chr3	133440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|21	16
chr3	133480000	18	1
chr3	133600000	7|8|9|10|11|12|13|14	8
chr3	133640000	3|4|5|15|16|17|18|19|20|21|22|23|24|25|26|27	16
chr3	133800000	14|15|16|17	4
chr3	133840000	8|9	2
chr3	133920000	3|4|5|6|7|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	27
chr3	134160000	3	1
chr3	134200000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr3	134280000	28|30|32|35|37|38|39	7
chr3	134320000	16|19|24|26|27|29|36	7
chr3	134480000	3	1
chr3	134520000	4|24|25|27|31|32|33|34|35|36|37|38|39|40	14
chr3	134560000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|26|28|29|30	23
chr3	134760000	9|10|11|12	4
chr3	134800000	3|4|5|6|7	5
chr3	135520000	3|4|5|6|7	5
chr3	135880000	3|4|5|6|7|8	6
chr3	135920000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	31
chr3	136040000	23|24|25|26|27|28|29|30|31|32	10
chr3	136080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|33|34|35|36|37|38|39|40	28
chr3	136400000	3|4|5|6|7|8	6
chr3	136760000	3|4|5|6|7|8|9|10|16|17	10
chr3	137040000	3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	30
chr3	137080000	7	1
chr3	137680000	3|4|5|6	4
chr3	137720000	7	1
chr3	137960000	3	1
chr3	138040000	4|5|6|7|8|9|10|11|12|13|14|15|16	13
chr3	138080000	17|18|19|20|21|22|23|24	8
chr3	138160000	3|6|10|18|19|21|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr3	138320000	6	1
chr3	138440000	4|5|8	3
chr3	138600000	3|4|5|6|7|8	6
chr3	138920000	3|4|5|6|7|8|10	7
chr3	138960000	9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr3	139120000	3	1
chr3	139360000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr3	139400000	3|21|24	3
chr3	139560000	3|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	28
chr3	139600000	4	1
chr3	139920000	3|4|5|7|13|14	6
chr3	139960000	6|8|9|10|11|12	6
chr3	140040000	10	1
chr3	140240000	3|4|5|6	4
chr3	140520000	4|5	2
chr3	140560000	3|6|7	3
chr3	140720000	3	1
chr3	140880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr3	140920000	21|22|23|24|25|26|27|28|29|30	10
chr3	140960000	31|32|33|34|35|36|37|38|39|40	10
chr3	141240000	4|5|10|11|12|14|15|16|18	9
chr3	141280000	3|6|7|8|9|13|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr3	141440000	3|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	141480000	4|6	2
chr3	141560000	8|9|12|13	4
chr3	141600000	3|4|5|6|7	5
chr3	141720000	3|4	2
chr3	141920000	3	1
chr3	141960000	4|5|7|8	4
chr3	142000000	6|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	142320000	3	1
chr3	142360000	4|14|15|16	4
chr3	142440000	6|11|12|13|16	5
chr3	142480000	7|8|9|10|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr3	142560000	3|4|5|6|10	5
chr3	142800000	3|4|5|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	28
chr3	142840000	6	1
chr3	143040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	143320000	3	1
chr3	143680000	3	1
chr3	143760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36	34
chr3	143960000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr3	144680000	8|9|10	3
chr3	145240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	145280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	145760000	3|4|5|6|7|8|9|10|11	9
chr3	146040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr3	146200000	3	1
chr3	146360000	3	1
chr3	146600000	3|4|5	3
chr3	146640000	6|7|8|9|10	5
chr3	146800000	3	1
chr3	147080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	147120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	147440000	3	1
chr3	147640000	3|4|5	3
chr3	148080000	3|4|5|6|7|8	6
chr3	148320000	10	1
chr3	148360000	3|4|5|6|7|8|9|11|12|13|14|15	12
chr3	148720000	3|4|5	3
chr3	148960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	149120000	3	1
chr3	149280000	3|4|13	3
chr3	149360000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr3	149480000	6|7|8|9|10|11|12|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	149520000	3|4|5	3
chr3	149760000	3|4	2
chr3	149840000	14|15|16|17|28|29|32|33|34|36|37|38|39	13
chr3	149880000	8|24|27|30|31|35|40	7
chr3	149920000	3|4|5|6|7|9|10|11|12|13|14|15|17|18|19|20|21|22|23|25|26	21
chr3	150200000	4|5	2
chr3	150240000	3|6|7|8|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr3	150440000	3	1
chr3	150560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	150880000	3|4|5|6|19|20|21|22|23|24|29|30|31|32|34|35|36|37|38|39|40	21
chr3	151160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	151280000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr3	151320000	3|7|8|9	4
chr3	151440000	3|4|5|6	4
chr3	151680000	3|4	2
chr3	151840000	3|5	2
chr3	151920000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	26
chr3	152040000	4	1
chr3	152080000	3	1
chr3	152280000	3	1
chr3	152440000	3	1
chr3	152480000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	153000000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	153040000	3	1
chr3	153160000	11|12|13|14|15|16|17	7
chr3	153280000	5|6	2
chr3	153320000	3	1
chr3	153600000	3|4|5|6|7	5
chr3	153760000	4	1
chr3	153800000	3	1
chr3	154000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	154280000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr3	154320000	3|4|5|6|7|8|9	7
chr3	154720000	15	1
chr3	154760000	3|4|5|6|7|8|9|10|11|12|13|14|16|17	14
chr3	154880000	13	1
chr3	154920000	3	1
chr3	154960000	4	1
chr3	155120000	3	1
chr3	155320000	9	1
chr3	155360000	3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|26|27|29|30|33|34	21
chr3	155720000	3|4|5|6|7	5
chr3	155760000	9|12|13|14|15|16|17|18|19	9
chr3	155960000	3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	156000000	6	1
chr3	156160000	3|4|5|6|7	5
chr3	156520000	3|4|5|6|7|8|9|11|12|13|14	11
chr3	156560000	10	1
chr3	156680000	3|4|7|8|9|10|11|12|13	9
chr3	156840000	3|4	2
chr3	157160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	157520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	157880000	3|4	2
chr3	158080000	3|4|5	3
chr3	158280000	3	1
chr3	158440000	3	1
chr3	158520000	3|4|5|6|7	5
chr3	158560000	8|9|10	3
chr3	158640000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	158800000	5|6|7|11|12|13|14|15|16|17|18|19|20|21|22	15
chr3	158840000	3|4	2
chr3	159280000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr3	159600000	3|4|5|6|7|8	6
chr3	159800000	3|4	2
chr3	159840000	5|7|8|9|10|11|12|13|16	9
chr3	159880000	6|14|15|17|25|26|28|29|30|31	10
chr3	160000000	6|7|8|9|10|11|12	7
chr3	160040000	3|4|5|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr3	160200000	3	1
chr3	160400000	3|4	2
chr3	160480000	23	1
chr3	160520000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	160560000	3|4|5	3
chr3	160720000	3	1
chr3	160960000	3|4|5|6|7|8|34|35|36|37|38|39|40	13
chr3	161240000	3|4|5|6	4
chr3	161280000	20|28|29|30|31|32|33|34|36|37	10
chr3	161440000	3|4|5|6|8|28|29|30|31|32	10
chr3	161480000	7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	20
chr3	161840000	3|4|5|6	4
chr3	161880000	7	1
chr3	162280000	3|4	2
chr3	162800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	162920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	163520000	4|5|6|7|8|9|10|11|12	9
chr3	163960000	3|4|5|6|7|8|9|10|11	9
chr3	165200000	3|4|5|6|7|8|9|10|13	9
chr3	165240000	11|12|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr3	165480000	19|20|21|22	4
chr3	165520000	3|4	2
chr3	165840000	3	1
chr3	165880000	4|5	2
chr3	166000000	8	1
chr3	166040000	3	1
chr3	166440000	3	1
chr3	166680000	3|4|5	3
chr3	167040000	3|4|5|6|7|8|15|16	8
chr3	167080000	17|18|19|20|21|24	6
chr3	167360000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	36
chr3	167400000	3|40	2
chr3	167680000	3|4|5|21|22|23|24|25|26	9
chr3	167720000	6	1
chr3	167880000	3	1
chr3	167920000	4|5|8|9|10|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr3	168040000	3|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28	20
chr3	168160000	16|17|21	3
chr3	168200000	3|4|5|6|7|8|9|10|11|12|13|14|15|18|19|20	16
chr3	168480000	3|4|5	3
chr3	168520000	6	1
chr3	168840000	3|4|5|6|7	5
chr3	168880000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	169120000	5	1
chr3	169160000	3|4	2
chr3	169760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	170080000	4|18|19	3
chr3	170160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	170280000	9|10|11	3
chr3	170400000	3|4|5|6|7|8|9|10|15	9
chr3	170880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	35
chr3	171200000	3|4|5|6	4
chr3	171560000	6	1
chr3	171600000	3|4|5|7|8|9|10	7
chr3	171640000	11|12|13|14|15|16|17|18|19	9
chr3	171840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr3	171880000	23	1
chr3	172040000	3|4	2
chr3	172320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|36|38|39	30
chr3	172360000	30|31|32|33|34|35|37|40	8
chr3	172680000	3|4	2
chr3	172760000	6|7|8|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	172800000	3|4|5|9|10	5
chr3	173320000	6|7|15|16|17|18|21|22|23	9
chr3	173360000	5	1
chr3	173400000	3|4|8|9|10|11|12|13|14	9
chr3	173520000	13	1
chr3	173560000	3|8|9|10|14|16|17|18	8
chr3	173600000	4	1
chr3	173720000	3	1
chr3	174000000	3	1
chr3	174040000	5|6|7	3
chr3	174080000	8	1
chr3	174120000	9	1
chr3	174360000	4|5|6	3
chr3	174400000	3	1
chr3	174640000	4	1
chr3	174840000	3|4|5|6|7	5
chr3	175120000	3|4|5	3
chr3	175960000	3|4|5|6|7|8|9|10|11|12|13	11
chr3	176440000	4|5|6|7	4
chr3	176480000	3|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	176960000	3|4|5|6|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	177000000	12	1
chr3	177040000	3	1
chr3	177200000	3	1
chr3	177480000	6|7|8	3
chr3	177800000	3|4|5|6|7|8|9	7
chr3	178400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	179000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|30|31|32|33|34|35|36|37|38|39|40	28
chr3	179320000	3|4|5|6	4
chr3	179360000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	179600000	20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	21
chr3	179640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr3	180600000	3|4|5|6|7|8|9	7
chr3	180640000	10|11|12|13|14|15|16|17|18|19|20|21|25|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr3	180680000	22|23|24|26	4
chr3	180960000	3|5|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	25
chr3	181000000	4	1
chr3	181160000	38	1
chr3	181200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|25|26|27|28|29|30|31|32|33|34|35|36|37|39|40	29
chr3	181520000	3|4	2
chr3	181720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr3	181920000	3|4	2
chr3	182240000	3|4|5|6|7|8|9|10	8
chr3	182680000	3|4|5|6|7	5
chr3	182720000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	182880000	5|6|7|8|9|10|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr3	182920000	3|4	2
chr3	183080000	7|8|9|10|11|12|13|14|15|16|17|21|22|24|25|27|32	17
chr3	183120000	3|4|5|6	4
chr3	183400000	3|4|5|9|10|23|24|25|27|28|29|30|31|32|33|34|35|36|37|38|39|40	22
chr3	183440000	6|7|8|11|12|13|26	7
chr3	183720000	3	1
chr3	183800000	12	1
chr3	183840000	7|9|10|11|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr3	183880000	3|4|5|6|8|18|19	7
chr3	184360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	184560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	184840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	185320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|39|40	37
chr3	185360000	37	1
chr3	185640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	185920000	14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr3	185960000	3|4|5|6|7|8|9|10|11|12|13	11
chr3	186240000	3|4|5|6|7	5
chr3	186560000	3|4|5|6|7|8|9|10|11|12|13|17|18|20|21|26|27|28|31	19
chr3	186600000	14|15|16|19|22|23|24|25|29|30|32|33	12
chr3	186800000	3|4|8|9|10|11|12|13|14|15|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr3	186840000	5|6|7|16|20	5
chr3	187160000	13	1
chr3	187200000	3|4|5|6|7|8|9|10|11|12|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr3	187320000	3|4|5	3
chr3	187720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	188000000	4	1
chr3	188200000	3	1
chr3	188720000	5	1
chr3	188760000	3|4	2
chr3	188960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr3	189240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
