chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour
chr22	41680000	41690000	chr22	41930000	41950000	17211	17213	17211_17213	0	1	FALSE
chr22	42630000	42660000	chr22	42750000	42790000	17218	17220	17218_17220	0	1	FALSE
chr22	42800000	42820000	chr22	43020000	43090000	17221	17223	17221_17223	0	1	FALSE
chr22	43350000	43410000	chr22	44600000	44640000	17226	17234	17226_17234	0	1	FALSE
chr22	43460000	43480000	chr22	44470000	44480000	17227	17233	17227_17233	0	1	FALSE
chr22	43460000	43480000	chr22	44600000	44640000	17227	17234	17227_17234	0	1	FALSE
chr22	44960000	44970000	chr22	45070000	45110000	17236	17237	17236_17237	0	1	FALSE
chr22	45610000	45660000	chr22	46220000	46230000	17243	17248	17243_17248	0	1	FALSE
chr22	45720000	45730000	chr22	45960000	46020000	17244	17246	17244_17246	0	1	FALSE
chr22	45960000	46020000	chr22	46530000	46550000	17246	17251	17246_17251	0	1	FALSE
chr22	46820000	46850000	chr22	48480000	48520000	17258	17271	17258_17271	1	3	TRUE
chr22	47160000	47190000	chr22	48480000	48520000	17259	17271	17259_17271	0	1	FALSE
chr22	47290000	47300000	chr22	48480000	48520000	17261	17271	17261_17271	0	1	FALSE
chr22	47510000	47520000	chr22	48480000	48520000	17263	17271	17263_17271	0	1	FALSE
chr22	47850000	47860000	chr22	48480000	48520000	17267	17271	17267_17271	0	1	FALSE
chr22	50230000	50270000	chr22	50500000	50510000	17289	17291	17289_17291	1	1	FALSE
chrX	3110000	3130000	chrX	3610000	3620000	17302	17304	17302_17304	0	1	FALSE
chr2	17710000	17730000	chr2	17820000	17870000	1730	1731	1730_1731	2	1	FALSE
chrX	11090000	11170000	chrX	11420000	11440000	17319	17323	17319_17323	1	1	FALSE
chrX	11510000	11550000	chrX	11720000	11730000	17325	17326	17325_17326	1	1	FALSE
chrX	12080000	12090000	chrX	12700000	12710000	17328	17329	17328_17329	0	1	FALSE
chrX	12940000	12990000	chrX	13160000	13170000	17330	17334	17330_17334	0	1	FALSE
chrX	12940000	12990000	chrX	13740000	13770000	17330	17339	17330_17339	0	1	FALSE
chrX	13060000	13070000	chrX	13470000	13520000	17331	17337	17331_17337	0	1	FALSE
chrX	13110000	13120000	chrX	13470000	13520000	17332	17337	17332_17337	0	1	FALSE
chrX	13130000	13140000	chrX	13470000	13520000	17333	17337	17333_17337	0	1	FALSE
chrX	13470000	13520000	chrX	13740000	13770000	17337	17339	17337_17339	0	1	FALSE
chrX	13470000	13520000	chrX	14020000	14040000	17337	17340	17337_17340	0	1	FALSE
chrX	13630000	13670000	chrX	13740000	13770000	17338	17339	17338_17339	0	2	FALSE
chrX	13630000	13670000	chrX	14020000	14040000	17338	17340	17338_17340	0	2	FALSE
chrX	14050000	14080000	chrX	15240000	15250000	17341	17345	17341_17345	0	2	FALSE
chrX	16100000	16130000	chrX	16420000	16440000	17351	17352	17351_17352	0	1	FALSE
chrX	16100000	16130000	chrX	16450000	16460000	17351	17353	17351_17353	1	1	FALSE
chrX	16420000	16440000	chrX	16670000	16680000	17352	17354	17352_17354	0	1	FALSE
chrX	18550000	18560000	chrX	18870000	18920000	17366	17369	17366_17369	0	1	FALSE
chr2	18430000	18440000	chr2	19840000	19880000	1736	1746	1736_1746	1	1	FALSE
chrX	19530000	19570000	chrX	19870000	19910000	17375	17378	17375_17378	1	2	FALSE
chr2	18730000	18770000	chr2	19470000	19480000	1738	1745	1738_1745	0	1	FALSE
chrX	24380000	24390000	chrX	24500000	24510000	17390	17391	17390_17391	1	1	FALSE
chrX	24840000	24850000	chrX	25140000	25150000	17392	17393	17392_17393	1	1	FALSE
chrX	30560000	30580000	chrX	30700000	30720000	17396	17397	17396_17397	1	1	FALSE
chrX	31270000	31280000	chrX	31650000	31670000	17399	17400	17399_17400	0	1	FALSE
chrX	38760000	38770000	chrX	39230000	39240000	17403	17406	17403_17406	0	1	FALSE
chrX	40000000	40010000	chrX	40160000	40170000	17409	17410	17409_17410	0	1	FALSE
chrX	40650000	40670000	chrX	40780000	40800000	17412	17413	17412_17413	2	1	FALSE
chrX	41540000	41560000	chrX	41760000	41770000	17415	17417	17415_17417	0	1	FALSE
chrX	45510000	45530000	chrX	45750000	45760000	17426	17427	17426_17427	0	1	FALSE
chrX	45510000	45530000	chrX	45850000	45860000	17426	17429	17426_17429	0	1	FALSE
chrX	45510000	45530000	chrX	46380000	46410000	17426	17430	17426_17430	0	1	FALSE
chrX	51150000	51160000	chrX	51450000	51460000	17440	17441	17440_17441	0	1	FALSE
chrX	53310000	53320000	chrX	53440000	53450000	17442	17444	17442_17444	0	1	FALSE
chrX	53570000	53590000	chrX	53980000	53990000	17445	17446	17445_17446	0	1	FALSE
chrX	57820000	57830000	chrX	57950000	57960000	17447	17448	17447_17448	0	1	FALSE
chrX	69510000	69530000	chrX	70080000	70110000	17465	17468	17465_17468	1	1	FALSE
chrX	69540000	69550000	chrX	70030000	70040000	17466	17467	17466_17467	0	1	FALSE
chrX	70980000	70990000	chrX	71170000	71180000	17471	17472	17471_17472	0	1	FALSE
chrX	73850000	73860000	chrX	74330000	74340000	17479	17480	17479_17480	0	1	FALSE
chrX	81170000	81180000	chrX	81380000	81390000	17483	17484	17483_17484	0	1	FALSE
chrX	85110000	85120000	chrX	85530000	85550000	17488	17489	17488_17489	2	1	FALSE
chrX	96370000	96380000	chrX	96760000	96770000	17492	17494	17492_17494	0	1	FALSE
chrX	101420000	101430000	chrX	101790000	101800000	17497	17498	17497_17498	0	1	FALSE
chrX	103520000	103550000	chrX	103820000	103830000	17503	17506	17503_17506	1	1	FALSE
chrX	104910000	104920000	chrX	105180000	105190000	17507	17508	17507_17508	0	1	FALSE
chrX	106480000	106490000	chrX	106780000	106790000	17513	17514	17513_17514	0	1	FALSE
chrX	107040000	107050000	chrX	107900000	107920000	17516	17522	17516_17522	0	1	FALSE
chrX	118320000	118330000	chrX	118590000	118610000	17541	17543	17541_17543	0	1	FALSE
chrX	118450000	118470000	chrX	118590000	118610000	17542	17543	17542_17543	0	3	TRUE
chrX	118830000	118860000	chrX	119040000	119050000	17546	17549	17546_17549	0	1	FALSE
chrX	120490000	120500000	chrX	120760000	120770000	17551	17553	17551_17553	0	1	FALSE
chrX	129600000	129620000	chrX	129890000	129900000	17556	17560	17556_17560	0	1	FALSE
chrX	129910000	129930000	chrX	130040000	130060000	17561	17562	17561_17562	3	1	TRUE
chrX	130070000	130080000	chrX	130180000	130200000	17563	17564	17563_17564	1	1	FALSE
chrX	130390000	130400000	chrX	130900000	130920000	17565	17567	17565_17567	2	1	FALSE
chrX	131000000	131010000	chrX	131610000	131630000	17569	17570	17569_17570	0	1	FALSE
chrX	131840000	131860000	chrX	132060000	132090000	17571	17572	17571_17572	1	2	FALSE
chrX	131840000	131860000	chrX	132590000	132630000	17571	17575	17571_17575	0	1	FALSE
chrX	133000000	133010000	chrX	133650000	133680000	17576	17578	17576_17578	0	1	FALSE
chrX	134480000	134510000	chrX	134760000	134790000	17579	17581	17579_17581	2	1	FALSE
chrX	134480000	134510000	chrX	134910000	134920000	17579	17582	17579_17582	0	1	FALSE
chrX	136700000	136720000	chrX	136910000	136930000	17583	17584	17583_17584	2	2	FALSE
chrX	151140000	151150000	chrX	151690000	151700000	17591	17592	17591_17592	0	1	FALSE
chrX	153020000	153030000	chrX	153510000	153520000	17595	17596	17595_17596	0	1	FALSE
chr2	23820000	23830000	chr2	24070000	24080000	1764	1765	1764_1765	0	1	FALSE
chr2	24400000	24420000	chr2	25120000	25150000	1768	1775	1768_1775	1	2	FALSE
chr1	19900000	19960000	chr1	20380000	20390000	178	182	178_182	0	1	FALSE
chr1	19900000	19960000	chr1	20620000	20650000	178	185	178_185	0	1	FALSE
chr2	27400000	27410000	chr2	27640000	27670000	1792	1794	1792_1794	0	1	FALSE
chr2	27690000	27750000	chr2	28550000	28610000	1795	1800	1795_1800	1	1	FALSE
chr2	27790000	27800000	chr2	28380000	28460000	1796	1799	1796_1799	0	1	FALSE
chr2	27950000	27960000	chr2	28380000	28460000	1798	1799	1798_1799	0	1	FALSE
chr2	29180000	29250000	chr2	30000000	30010000	1805	1809	1805_1809	0	1	FALSE
chr2	30170000	30230000	chr2	31250000	31260000	1813	1823	1813_1823	0	1	FALSE
chr2	30400000	30420000	chr2	30680000	30740000	1816	1820	1816_1820	0	1	FALSE
chr2	32570000	32580000	chr2	33550000	33590000	1825	1832	1825_1832	0	1	FALSE
chr2	32760000	32790000	chr2	33440000	33450000	1827	1830	1827_1830	0	1	FALSE
chr2	32760000	32790000	chr2	33550000	33590000	1827	1832	1827_1832	0	1	FALSE
chr2	33020000	33050000	chr2	33550000	33590000	1828	1832	1828_1832	0	1	FALSE
chr2	33670000	33680000	chr2	34550000	34580000	1834	1836	1834_1836	0	1	FALSE
chr2	34080000	34120000	chr2	35400000	35430000	1835	1839	1835_1839	0	2	FALSE
chr2	35160000	35170000	chr2	35400000	35430000	1837	1839	1837_1839	0	1	FALSE
chr2	37390000	37420000	chr2	38060000	38090000	1844	1852	1844_1852	0	1	FALSE
chr2	38000000	38010000	chr2	38250000	38290000	1851	1853	1851_1853	0	1	FALSE
chr2	38300000	38330000	chr2	38720000	38740000	1854	1858	1854_1858	1	3	TRUE
chr2	38950000	38960000	chr2	39210000	39240000	1859	1862	1859_1862	3	1	TRUE
chr2	38970000	38980000	chr2	39210000	39240000	1860	1862	1860_1862	0	1	FALSE
chr2	39890000	39940000	chr2	40520000	40540000	1866	1868	1866_1868	0	1	FALSE
chr2	40550000	40570000	chr2	41760000	41800000	1869	1877	1869_1877	0	1	FALSE
chr2	41850000	41870000	chr2	42230000	42250000	1878	1881	1878_1881	0	1	FALSE
chr1	20760000	20800000	chr1	21170000	21210000	187	192	187_192	3	1	TRUE
chr2	42820000	42860000	chr2	42940000	42990000	1885	1886	1885_1886	2	1	FALSE
chr2	42820000	42860000	chr2	43390000	43410000	1885	1890	1885_1890	0	1	FALSE
chr2	43030000	43040000	chr2	43460000	43530000	1887	1892	1887_1892	0	1	FALSE
chr1	20810000	20820000	chr1	21170000	21210000	188	192	188_192	0	1	FALSE
chr1	20810000	20820000	chr1	21730000	21740000	188	198	188_198	0	1	FALSE
chr2	44470000	44500000	chr2	45480000	45520000	1899	1902	1899_1902	0	1	FALSE
chr2	44830000	44840000	chr2	45480000	45520000	1900	1902	1900_1902	0	1	FALSE
chr2	45630000	45670000	chr2	46870000	46930000	1904	1917	1904_1917	0	1	FALSE
chr2	45970000	46030000	chr2	46520000	46530000	1907	1913	1907_1913	0	1	FALSE
chr2	45970000	46030000	chr2	46620000	46670000	1907	1915	1907_1915	1	2	FALSE
chr2	45970000	46030000	chr2	46790000	46800000	1907	1916	1907_1916	0	1	FALSE
chr2	46050000	46090000	chr2	46870000	46930000	1908	1917	1908_1917	0	1	FALSE
chr2	46450000	46490000	chr2	46620000	46670000	1912	1915	1912_1915	0	2	FALSE
chr2	46870000	46930000	chr2	47270000	47320000	1917	1920	1917_1920	2	1	FALSE
chr2	47560000	47570000	chr2	48070000	48080000	1922	1927	1922_1927	0	1	FALSE
chr2	47760000	47810000	chr2	48290000	48330000	1923	1929	1923_1929	0	1	FALSE
chr2	47760000	47810000	chr2	48400000	48450000	1923	1930	1923_1930	3	1	TRUE
chr2	47890000	47910000	chr2	48400000	48450000	1926	1930	1926_1930	3	2	TRUE
chr2	48940000	48950000	chr2	50470000	50490000	1933	1945	1933_1945	0	1	FALSE
chr2	49610000	49630000	chr2	50140000	50170000	1938	1942	1938_1942	0	2	FALSE
chr2	49610000	49630000	chr2	50390000	50400000	1938	1943	1938_1943	0	1	FALSE
chr2	49610000	49630000	chr2	50410000	50420000	1938	1944	1938_1944	0	1	FALSE
chr1	21340000	21380000	chr1	21640000	21670000	194	197	194_197	0	2	FALSE
chr2	53900000	53910000	chr2	54680000	54740000	1953	1960	1953_1960	0	1	FALSE
chr2	54100000	54140000	chr2	54820000	54830000	1954	1961	1954_1961	0	1	FALSE
chr2	54180000	54210000	chr2	54680000	54740000	1955	1960	1955_1960	1	1	FALSE
chr2	59440000	59460000	chr2	60530000	60590000	1987	1994	1987_1994	1	1	FALSE
chr2	59480000	59490000	chr2	60290000	60300000	1988	1992	1988_1992	0	1	FALSE
chr2	60340000	60350000	chr2	60530000	60590000	1993	1994	1993_1994	0	1	FALSE
chr2	60740000	60760000	chr2	60980000	61010000	1996	1998	1996_1998	1	1	FALSE
chr1	21840000	21850000	chr1	22870000	22950000	199	209	199_209	0	1	FALSE
chr1	3070000	3090000	chr1	3400000	3430000	19	21	19_21	0	1	FALSE
chr2	61230000	61240000	chr2	61490000	61510000	2000	2005	2000_2005	0	1	FALSE
chr1	21860000	21870000	chr1	22540000	22560000	200	206	200_206	0	1	FALSE
chr2	64360000	64370000	chr2	65010000	65050000	2026	2032	2026_2032	0	1	FALSE
chr1	22100000	22160000	chr1	23220000	23230000	202	213	202_213	0	1	FALSE
chr2	64900000	64930000	chr2	65550000	65580000	2031	2038	2031_2038	2	2	FALSE
chr2	65430000	65450000	chr2	65550000	65580000	2037	2038	2037_2038	0	1	FALSE
chr2	65770000	65780000	chr2	66360000	66370000	2041	2043	2041_2043	0	1	FALSE
chr2	65930000	65940000	chr2	67790000	67860000	2042	2057	2042_2057	0	1	FALSE
chr2	66420000	66470000	chr2	68030000	68040000	2045	2059	2045_2059	0	1	FALSE
chr2	66610000	66620000	chr2	67790000	67860000	2047	2057	2047_2057	0	1	FALSE
chr2	67790000	67860000	chr2	68010000	68020000	2057	2058	2057_2058	0	1	FALSE
chr2	69010000	69040000	chr2	69510000	69520000	2067	2073	2067_2073	0	1	FALSE
chr1	22540000	22560000	chr1	22870000	22950000	206	209	206_209	0	1	FALSE
chr2	69380000	69390000	chr2	69840000	69870000	2071	2077	2071_2077	0	1	FALSE
chr2	70290000	70340000	chr2	70860000	70870000	2082	2086	2082_2086	0	1	FALSE
chr2	71170000	71180000	chr2	71490000	71520000	2089	2091	2089_2091	0	1	FALSE
chr2	71600000	71630000	chr2	72130000	72170000	2093	2097	2093_2097	1	1	FALSE
chr2	73070000	73090000	chr2	73160000	73190000	2103	2104	2103_2104	3	1	TRUE
chr2	75040000	75060000	chr2	75320000	75330000	2116	2121	2116_2121	0	1	FALSE
chr2	75040000	75060000	chr2	75390000	75440000	2116	2122	2116_2122	3	3	TRUE
chr2	75140000	75150000	chr2	75630000	75640000	2118	2125	2118_2125	0	1	FALSE
chr2	75160000	75170000	chr2	75600000	75620000	2119	2124	2119_2124	0	1	FALSE
chr2	76180000	76220000	chr2	76450000	76460000	2128	2129	2128_2129	1	1	FALSE
chr2	76930000	76970000	chr2	77520000	77540000	2132	2135	2132_2135	0	2	FALSE
chr2	78000000	78010000	chr2	78170000	78180000	2138	2139	2138_2139	0	1	FALSE
chr2	78350000	78360000	chr2	78950000	79000000	2140	2145	2140_2145	0	1	FALSE
chr2	79020000	79050000	chr2	79840000	79890000	2146	2157	2146_2157	0	1	FALSE
chr2	79140000	79150000	chr2	79840000	79890000	2149	2157	2149_2157	0	1	FALSE
chr2	79500000	79520000	chr2	79840000	79890000	2152	2157	2152_2157	0	1	FALSE
chr2	79930000	79940000	chr2	80080000	80090000	2158	2159	2158_2159	0	1	FALSE
chr2	81300000	81320000	chr2	82000000	82010000	2160	2164	2160_2164	0	1	FALSE
chr2	84620000	84640000	chr2	84860000	84890000	2173	2174	2173_2174	0	1	FALSE
chr2	84910000	84960000	chr2	85270000	85300000	2175	2179	2175_2179	1	1	FALSE
chr2	84910000	84960000	chr2	85310000	85320000	2175	2180	2175_2180	0	1	FALSE
chr2	84990000	85000000	chr2	85270000	85300000	2176	2179	2176_2179	0	1	FALSE
chr2	85630000	85680000	chr2	85800000	85850000	2183	2185	2183_2185	2	1	FALSE
chr2	85630000	85680000	chr2	86180000	86200000	2183	2190	2183_2190	1	1	FALSE
chr2	85630000	85680000	chr2	86360000	86390000	2183	2193	2183_2193	0	2	FALSE
chr2	85700000	85750000	chr2	86320000	86330000	2184	2192	2184_2192	0	1	FALSE
chr2	88230000	88240000	chr2	88920000	88930000	2199	2202	2199_2202	0	1	FALSE
chr2	95220000	95230000	chr2	95310000	95320000	2203	2204	2203_2204	0	1	FALSE
chr2	97780000	97820000	chr2	98180000	98200000	2213	2215	2213_2215	1	1	FALSE
chr2	99170000	99180000	chr2	99480000	99500000	2221	2223	2221_2223	0	1	FALSE
chr2	99530000	99580000	chr2	100160000	100170000	2224	2230	2224_2230	0	1	FALSE
chr2	100600000	100620000	chr2	101050000	101060000	2233	2238	2233_2238	0	1	FALSE
chr1	24820000	24870000	chr1	25180000	25190000	223	226	223_226	0	1	FALSE
chr2	101390000	101430000	chr2	101970000	101980000	2243	2246	2243_2246	0	1	FALSE
chr1	24920000	24940000	chr1	25200000	25230000	224	227	224_227	0	2	FALSE
chr2	102490000	102500000	chr2	102700000	102710000	2254	2256	2254_2256	0	1	FALSE
chr2	103190000	103200000	chr2	103510000	103520000	2258	2259	2258_2259	0	1	FALSE
chr2	104030000	104040000	chr2	104840000	104870000	2260	2264	2260_2264	0	1	FALSE
chr2	106620000	106660000	chr2	107730000	107740000	2275	2280	2275_2280	0	1	FALSE
chr2	106620000	106660000	chr2	108170000	108200000	2275	2282	2275_2282	0	2	FALSE
chr2	108830000	108840000	chr2	109490000	109520000	2287	2293	2287_2293	0	1	FALSE
chr2	108920000	108930000	chr2	109490000	109520000	2288	2293	2288_2293	0	1	FALSE
chr2	109110000	109140000	chr2	109390000	109410000	2289	2292	2289_2292	0	2	FALSE
chr1	25450000	25460000	chr1	25780000	25810000	228	234	228_234	0	1	FALSE
chr2	110760000	110770000	chr2	111150000	111160000	2294	2300	2294_2300	0	1	FALSE
chr2	110880000	110900000	chr2	111640000	111660000	2296	2301	2296_2301	1	1	FALSE
chr2	110930000	110940000	chr2	111640000	111660000	2297	2301	2297_2301	0	1	FALSE
chr1	25500000	25510000	chr1	25780000	25810000	229	234	229_234	0	1	FALSE
chr2	112600000	112620000	chr2	112930000	112960000	2307	2309	2307_2309	0	1	FALSE
chr2	113730000	113770000	chr2	113880000	113890000	2312	2314	2312_2314	0	1	FALSE
chr2	113730000	113770000	chr2	113970000	114010000	2312	2316	2312_2316	0	1	FALSE
chr1	25540000	25550000	chr1	25780000	25810000	231	234	231_234	0	1	FALSE
chr2	118880000	118890000	chr2	119260000	119300000	2331	2333	2331_2333	0	2	FALSE
chr2	119010000	119030000	chr2	119480000	119490000	2332	2335	2332_2335	0	1	FALSE
chr2	119500000	119510000	chr2	119650000	119670000	2336	2337	2336_2337	0	1	FALSE
chr2	119710000	119740000	chr2	120310000	120320000	2339	2344	2339_2344	0	1	FALSE
chr2	121330000	121370000	chr2	121700000	121730000	2354	2357	2354_2357	0	1	FALSE
chr2	122960000	122990000	chr2	123980000	124000000	2361	2364	2361_2364	0	2	FALSE
chr2	128900000	128910000	chr2	129210000	129260000	2380	2382	2380_2382	0	1	FALSE
chr2	130750000	130770000	chr2	131010000	131020000	2385	2388	2385_2388	0	1	FALSE
chr2	130750000	130770000	chr2	131030000	131050000	2385	2389	2385_2389	0	2	FALSE
chr2	130780000	130820000	chr2	131060000	131080000	2386	2390	2386_2390	0	1	FALSE
chr2	130870000	130880000	chr2	131130000	131150000	2387	2392	2387_2392	0	1	FALSE
chr2	133270000	133280000	chr2	133770000	133790000	2396	2399	2396_2399	0	1	FALSE
chr2	133870000	133880000	chr2	134400000	134440000	2401	2404	2401_2404	0	1	FALSE
chr2	135170000	135180000	chr2	135550000	135560000	2410	2411	2410_2411	0	1	FALSE
chr2	135900000	135920000	chr2	136110000	136120000	2414	2416	2414_2416	0	1	FALSE
chr2	135990000	136000000	chr2	136360000	136390000	2415	2417	2415_2417	0	1	FALSE
chr2	136420000	136450000	chr2	136760000	136770000	2418	2420	2418_2420	0	1	FALSE
chr2	136420000	136450000	chr2	137820000	137850000	2418	2422	2418_2422	0	3	TRUE
chr2	137890000	137920000	chr2	138080000	138110000	2423	2425	2423_2425	1	1	FALSE
chr2	137930000	137950000	chr2	138780000	138820000	2424	2429	2424_2429	0	1	FALSE
chr2	138080000	138110000	chr2	138780000	138820000	2425	2429	2425_2429	0	1	FALSE
chr2	138390000	138400000	chr2	138750000	138760000	2427	2428	2427_2428	0	1	FALSE
chr2	143930000	143940000	chr2	144510000	144520000	2435	2436	2435_2436	0	1	FALSE
chr2	145110000	145120000	chr2	145380000	145390000	2437	2438	2437_2438	0	1	FALSE
chr2	147060000	147100000	chr2	147330000	147340000	2441	2443	2441_2443	0	1	FALSE
chr2	147930000	148000000	chr2	148890000	148900000	2445	2448	2445_2448	0	1	FALSE
chr1	27190000	27200000	chr1	27640000	27680000	246	250	246_250	0	1	FALSE
chr2	154590000	154600000	chr2	155290000	155310000	2476	2479	2476_2479	0	1	FALSE
chr1	27270000	27320000	chr1	27590000	27620000	247	249	247_249	1	2	FALSE
chr2	155820000	155830000	chr2	156570000	156610000	2481	2483	2481_2483	0	1	FALSE
chr2	160330000	160340000	chr2	160940000	161020000	2497	2502	2497_2502	1	1	FALSE
chr2	161580000	161600000	chr2	162120000	162140000	2504	2508	2504_2508	0	1	FALSE
chr2	163150000	163200000	chr2	164620000	164630000	2513	2525	2513_2525	0	1	FALSE
chr2	163300000	163350000	chr2	164100000	164120000	2515	2519	2515_2519	0	1	FALSE
chr2	166530000	166560000	chr2	168100000	168120000	2540	2546	2540_2546	0	1	FALSE
chr2	169490000	169500000	chr2	169750000	169790000	2556	2558	2556_2558	0	1	FALSE
chr2	170360000	170410000	chr2	170880000	170890000	2562	2565	2562_2565	1	1	FALSE
chr1	28270000	28280000	chr1	28610000	28620000	256	261	256_261	0	1	FALSE
chr2	171560000	171620000	chr2	172520000	172530000	2571	2579	2571_2579	0	1	FALSE
chr1	28370000	28390000	chr1	28730000	28740000	257	263	257_263	0	1	FALSE
chr2	172790000	172820000	chr2	173370000	173420000	2580	2585	2580_2585	0	1	FALSE
chr2	172790000	172820000	chr2	174330000	174360000	2580	2595	2580_2595	0	1	FALSE
chr2	173020000	173060000	chr2	173370000	173420000	2583	2585	2583_2585	1	1	FALSE
chr2	173020000	173060000	chr2	174330000	174360000	2583	2595	2583_2595	0	1	FALSE
chr1	28400000	28410000	chr1	28590000	28600000	258	260	258_260	1	1	FALSE
chr2	174450000	174480000	chr2	174600000	174610000	2596	2598	2596_2598	0	1	FALSE
chr1	4060000	4070000	chr1	5450000	5460000	25	36	25_36	0	1	FALSE
chr2	175240000	175250000	chr2	176060000	176100000	2603	2608	2603_2608	0	1	FALSE
chr2	177130000	177190000	chr2	177720000	177760000	2618	2624	2618_2624	0	2	FALSE
chr2	177260000	177280000	chr2	177410000	177420000	2619	2621	2619_2621	0	1	FALSE
chr2	177290000	177350000	chr2	177720000	177760000	2620	2624	2620_2624	1	2	FALSE
chr2	177480000	177510000	chr2	177700000	177710000	2622	2623	2622_2623	0	1	FALSE
chr1	28640000	28650000	chr1	29180000	29250000	262	269	262_269	0	1	FALSE
chr2	179140000	179150000	chr2	179820000	179830000	2631	2637	2631_2637	0	1	FALSE
chr2	180100000	180150000	chr2	181600000	181620000	2638	2645	2638_2645	0	1	FALSE
chr1	28780000	28800000	chr1	29020000	29050000	264	267	264_267	1	1	FALSE
chr1	28780000	28800000	chr1	29180000	29250000	264	269	264_269	0	3	TRUE
chr1	28870000	28900000	chr1	29130000	29140000	265	268	265_268	0	1	FALSE
chr2	187490000	187510000	chr2	188500000	188550000	2665	2671	2665_2671	0	1	FALSE
chr1	28960000	28970000	chr1	29180000	29250000	266	269	266_269	0	1	FALSE
chr2	188500000	188550000	chr2	188980000	188990000	2671	2673	2671_2673	1	1	FALSE
chr2	188500000	188550000	chr2	189390000	189420000	2671	2678	2671_2678	3	1	TRUE
chr2	189700000	189710000	chr2	190060000	190100000	2682	2686	2682_2686	0	1	FALSE
chr2	189800000	189810000	chr2	190060000	190100000	2685	2686	2685_2686	0	1	FALSE
chr1	29180000	29250000	chr1	30780000	30810000	269	282	269_282	0	1	FALSE
chr2	197790000	197820000	chr2	198110000	198150000	2722	2723	2722_2723	5	4	TRUE
chr2	199960000	200000000	chr2	200550000	200600000	2731	2737	2731_2737	1	1	FALSE
chr2	199960000	200000000	chr2	200810000	200820000	2731	2739	2731_2739	0	1	FALSE
chr2	201790000	201810000	chr2	202170000	202190000	2749	2751	2749_2751	1	2	FALSE
chr2	202280000	202290000	chr2	203440000	203450000	2752	2765	2752_2765	0	1	FALSE
chr2	202300000	202310000	chr2	203280000	203290000	2753	2764	2753_2764	0	1	FALSE
chr2	202570000	202590000	chr2	203090000	203120000	2757	2762	2757_2762	1	1	FALSE
chr2	202570000	202590000	chr2	203790000	203830000	2757	2768	2757_2768	0	1	FALSE
chr2	202660000	202670000	chr2	203090000	203120000	2758	2762	2758_2762	0	1	FALSE
chr2	204120000	204130000	chr2	205900000	205950000	2770	2780	2770_2780	0	1	FALSE
chr2	204300000	204310000	chr2	204670000	204700000	2771	2773	2771_2773	0	1	FALSE
chr2	204320000	204350000	chr2	205900000	205950000	2772	2780	2772_2780	0	1	FALSE
chr2	205750000	205780000	chr2	205870000	205890000	2778	2779	2778_2779	2	1	FALSE
chr2	206770000	206820000	chr2	208020000	208070000	2784	2793	2784_2793	0	1	FALSE
chr2	206850000	206860000	chr2	207450000	207490000	2785	2790	2785_2790	0	1	FALSE
chr2	208380000	208450000	chr2	209280000	209290000	2794	2799	2794_2799	0	1	FALSE
chr2	209310000	209360000	chr2	209940000	210000000	2800	2803	2800_2803	2	1	FALSE
chr2	211070000	211080000	chr2	212540000	212590000	2808	2814	2808_2814	0	1	FALSE
chr2	211170000	211180000	chr2	212540000	212590000	2809	2814	2809_2814	0	1	FALSE
chr2	213480000	213490000	chr2	215010000	215030000	2820	2822	2820_2822	0	1	FALSE
chr2	216110000	216120000	chr2	216400000	216410000	2830	2836	2830_2836	0	1	FALSE
chr2	216510000	216550000	chr2	218030000	218070000	2837	2854	2837_2854	0	1	FALSE
chr2	216650000	216720000	chr2	217020000	217030000	2838	2842	2838_2842	0	1	FALSE
chr2	216650000	216720000	chr2	217630000	217640000	2838	2849	2838_2849	1	1	FALSE
chr2	217140000	217190000	chr2	217700000	217750000	2843	2850	2843_2850	0	1	FALSE
chr2	217780000	217800000	chr2	218000000	218010000	2851	2853	2851_2853	1	1	FALSE
chr2	218220000	218240000	chr2	218650000	218670000	2856	2861	2856_2861	0	2	FALSE
chr1	31160000	31210000	chr1	31540000	31560000	285	288	285_288	3	3	TRUE
chr2	219970000	219990000	chr2	221860000	221870000	2872	2888	2872_2888	0	1	FALSE
chr2	220100000	220120000	chr2	221950000	222000000	2873	2889	2873_2889	0	1	FALSE
chr2	220660000	220700000	chr2	221510000	221520000	2878	2885	2878_2885	0	1	FALSE
chr2	222950000	222990000	chr2	223400000	223410000	2897	2900	2897_2900	1	1	FALSE
chr2	222950000	222990000	chr2	223760000	223770000	2897	2905	2897_2905	0	1	FALSE
chr1	4630000	4670000	chr1	5490000	5520000	28	37	28_37	0	1	FALSE
chr2	223970000	224000000	chr2	224340000	224370000	2907	2911	2907_2911	0	1	FALSE
chr2	223970000	224000000	chr2	224630000	224680000	2907	2914	2907_2914	0	1	FALSE
chr2	224040000	224060000	chr2	224270000	224290000	2908	2910	2908_2910	1	1	FALSE
chr2	224340000	224370000	chr2	224980000	225010000	2911	2919	2911_2919	1	3	TRUE
chr2	224810000	224820000	chr2	224980000	225010000	2917	2919	2917_2919	0	1	FALSE
chr1	31760000	31770000	chr1	31960000	31980000	291	293	291_293	0	1	FALSE
chr2	225300000	225320000	chr2	225630000	225690000	2922	2925	2922_2925	0	1	FALSE
