Protein Group	Gene	Protein name	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
Q6P587;Q6P587-2;Q6P587-3	FAHD1	"Acylpyruvase FAHD1, mitochondrial"	27.78816754	28.1040044	28.83808837	28.87802478	28.74185363	26.99112288	30.72306172	28.98531933	29.86071265	29.57538529	29.32001631	27.7909708	27.61873596
Q6P589	TNFAIP8L2	Tumor necrosis factor alpha-induced protein 8-like protein 2	23.02181414	25.74692936	23.99028018	NA	9.74938121	17.97902999	NA	NA	24.53815821	NA	21.44485839	NA	NA
Q6P5R6	RPL22L1	60S ribosomal protein L22-like 1	NA	23.99275383	24.08633833	NA	18.93356238	NA	24.71114067	23.28437993	NA	33.35992567	24.68253995	24.5404145	NA
Q6P6B7-2;Q6P6B7	ANKRD16	Ankyrin repeat domain-containing protein 16	17.60639994	NA	17.20787658	16.01659586	NA	NA	14.52319675	16.39551321	NA	NA	15.64817353	17.78743226	19.62583567
Q6P6C2;Q6P6C2-3;Q6P6C2-1	ALKBH5	RNA demethylase ALKBH5	15.38643685	15.62969152	11.29761307	15.95318986	NA	NA	13.92439546	16.25811845	7.529839977	NA	14.4893769	15.50389367	18.38364651
Q6P996;Q6P996-4;Q6P996-5;Q6P996-3;Q6P996-2	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	30.96211089	31.57340135	31.14354807	31.5624432	32.06294504	32.53510111	31.86213329	31.87496625	32.48172655	32.34290988	31.47023403	31.60377307	31.21914735
Q6P9B6	TLDC1	TLD domain-containing protein 1	26.89781487	25.07942668	26.85325302	26.37159299	25.35733678	25.43478777	25.59033223	25.64101563	25.77957698	25.19811811	26.53543305	26.97227596	26.70726104
Q6P9B9	INTS5	Integrator complex subunit 5	25.32544049	23.49301683	25.66035002	24.95123157	24.38645139	26.32139211	20.29014257	23.45367366	22.41220842	22.93702497	25.72053792	25.35183331	24.88506356
Q6PCB0;Q6PCB0-2	VWA1	von Willebrand factor A domain-containing protein 1	31.41834065	30.63665493	31.44061872	30.92136228	30.76429798	31.52525688	31.35710089	30.61649547	29.73632246	30.79104125	30.28005434	31.42712094	31.12208244
Q6PCB6;Q6PCB6-2	ABHD17C	Alpha/beta hydrolase domain-containing protein 17C	NA	NA	17.43895207	13.8224384	NA	NA	NA	NA	14.25307118	NA	NA	18.48124496	NA
Q6PCB7;Q6PCB7-2	SLC27A1	Long-chain fatty acid transport protein 1	26.23642996	26.48365425	25.58912841	26.06360045	26.25065517	26.49722523	25.37635695	26.40877015	25.2390472	25.33478131	26.27348114	25.92848004	25.96899509
Q6PCB8-2;Q6PCB8	EMB	Embigin	NA	NA	25.39785917	25.47417604	21.98403315	NA	NA	23.85320249	24.5000525	37.55987718	NA	NA	20.01322234
Q6PCE3	PGM2L1	"Glucose 1,6-bisphosphate synthase"	26.23513146	23.72527969	26.79116847	23.87478102	26.2305755	25.1820654	25.33721734	25.05907035	26.3443151	25.39373454	26.64839482	25.10640567	24.02656296
Q6PD62	CTR9	RNA polymerase-associated protein CTR9 homolog	23.91244112	22.57756045	24.01048841	24.60935732	23.41772895	24.12758676	22.66468524	24.12152233	24.17585692	24.5067202	24.67379938	22.87950928	23.43546519
Q6PD74;Q6PD74-2	AAGAB	Alpha- and gamma-adaptin-binding protein p34	23.34514	25.19894762	22.72302767	24.0173634	22.57913087	24.74778302	23.71630999	24.47541078	22.87853045	25.65458703	25.66912786	23.03876626	24.23845247
Q6PGP7	TTC37	Tetratricopeptide repeat protein 37	29.76621236	29.88989557	30.6682409	29.81297772	30.15753469	30.96876073	29.51299554	29.93554795	29.94988783	30.0601909	29.9018114	30.1366471	29.82778503
Q6PHR2-3;Q6PHR2;Q6PHR2-2	ULK3	Serine/threonine-protein kinase ULK3	22.44114259	23.2847484	25.01302863	23.74565687	23.6120874	26.51234791	22.57331586	23.17905006	23.986735	26.83652941	23.65642268	21.93932691	22.95646007
Q6PI48	DARS2	"Aspartate--tRNA ligase, mitochondrial"	26.8273788	27.08197015	27.88111753	27.53794689	27.39843101	27.5219805	27.65652094	27.96212726	28.14544528	27.30542853	26.87516887	27.04008939	27.96420702
Q6PI78	TMEM65	Transmembrane protein 65	21.47330575	19.11472288	20.7523688	21.57185038	25.1644742	NA	18.83702952	21.75585562	24.09588218	NA	18.68093674	16.04116594	20.15194462
Q6PIJ6;Q6PIJ6-3;Q6PIJ6-2	FBXO38	F-box only protein 38	27.65332101	27.19551673	32.29118453	27.02261414	27.20686563	29.7594958	26.74383707	32.4669349	27.96841602	29.75373133	28.5529407	26.83957856	31.00000156
Q6PIU2;Q6PIU2-2;Q6PIU2-3	NCEH1	Neutral cholesterol ester hydrolase 1	25.86749486	27.41838501	25.58699515	25.14002875	24.9445872	24.719952	24.56168086	24.91590585	25.41874245	25.21412183	27.60354211	24.47160553	25.44679527
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1	NA	20.19504082	19.56215038	20.06881208	23.09889359	22.01367887	21.52533778	19.47817585	21.60573615	NA	19.46191577	21.4947266	17.41810872
Q6PJG6;Q6PJG6-3;Q6PJG6-2	BRAT1	BRCA1-associated ATM activator 1	23.50839138	23.00761967	24.082988	23.82043009	23.39427806	23.4079173	23.08340709	24.58468433	23.07204406	22.41677971	23.45482637	23.32353154	25.4559806
Q6PJI9;Q6PJI9-3;Q6PJI9-2;Q6PJI9-4	WDR59	WD repeat-containing protein 59	18.13582623	18.76488922	20.23733896	18.39522896	14.58204601	16.20408043	17.85551676	20.09007217	17.54868727	28.54224536	17.31697429	17.52705472	21.76839427
Q6PJT7-5;Q6PJT7;Q6PJT7-9;Q6PJT7-2;Q6PJT7-10;Q6PJT7-4;Q6PJT7-3;Q6PJT7-11;Q6PJT7-8;Q6PJT7-6	ZC3H14	Zinc finger CCCH domain-containing protein 14	24.42195338	25.3021101	23.44124734	26.56662024	25.94975816	24.45845838	23.53940333	25.08928788	23.55595478	25.13093225	25.37534018	26.07133413	24.62232863
Q6PK81-2;Q6PK81;Q13106	ZNF773;ZNF154	Zinc finger protein 773;Zinc finger protein 154	NA	NA	NA	NA	NA	NA	12.74717571	13.6524657	NA	NA	13.31367984	13.46322236	21.7279985
Q6PKG0;Q6PKG0-3;Q659C4-7;Q659C4-6;Q659C4-5	LARP1	La-related protein 1	26.66488741	27.46410451	27.35755027	27.559492	27.85072735	27.04432582	26.74665179	27.69942833	28.14949851	27.04826564	27.38976092	26.95817154	27.15718645
Q6PL24	TMED8	Protein TMED8	21.59208139	22.83108714	20.25066148	20.02164062	22.17053533	24.06532756	22.47082151	19.59210295	23.56557565	24.77867853	21.40987573	23.67015121	27.12375091
Q6PML9	SLC30A9	Zinc transporter 9	23.59736596	20.04642618	23.03741032	21.13812051	26.69422318	NA	25.36428827	22.33419332	24.6377494	25.50078502	21.44549248	23.37136809	22.98626168
Q6QNY0	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	19.42894332	23.22050294	22.75801331	22.93217699	21.76630872	25.22490856	24.64207535	24.54211218	25.50192174	23.35454123	24.25424614	18.04614589	25.27661294
Q6QNY1;Q6QNY1-2	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	25.02700717	26.85859786	20.05108724	27.06638956	NA	28.19755807	24.73331167	26.37344544	26.08579183	24.5113842	25.4855113	24.84618781	19.73996452
Q6R327;Q6R327-3;Q6R327-4	RICTOR	Rapamycin-insensitive companion of mTOR	22.70781912	20.68379159	22.70770922	19.60340296	21.49493218	19.68237927	18.41807513	22.05571708	19.02270121	22.16233438	22.09858943	21.26036009	19.45549947
Q6RW13;Q6RW13-4;Q6RW13-3;Q6RW13-5	AGTRAP	Type-1 angiotensin II receptor-associated protein	26.92211915	25.31932025	26.63389818	25.28138728	24.39613128	26.19063302	26.51717448	NA	26.30531914	24.95172652	25.80246269	27.50209132	26.72296066
Q6S8J3	POTEE	POTE ankyrin domain family member E	25.20371937	24.06284007	23.14009542	24.28222834	22.88378674	25.07901196	24.41040929	23.74144168	25.0777536	23.67403486	21.93708825	25.64968039	24.47529142
Q6SZW1;Q6SZW1-2	SARM1	Sterile alpha and TIR motif-containing protein 1	24.35496142	20.54062966	24.26579135	24.58209027	23.34091962	23.72788255	20.54999873	25.33494861	20.3820691	20.79677125	16.47472239	22.45363284	24.47310505
Q6UB28	METAP1D	"Methionine aminopeptidase 1D, mitochondrial"	NA	NA	13.33515995	13.24255421	NA	NA	NA	13.95633127	13.0107796	NA	NA	13.98534239	NA
Q6UB35	MTHFD1L	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"	NA	NA	NA	NA	NA	NA	25.57919638	23.82779894	NA	15.1482512	NA	NA	17.30539259
Q6ULP2-5;Q6ULP2-2;Q6ULP2-4;Q6ULP2;Q6ULP2-3	AFTPH	Aftiphilin	24.57000048	21.86343377	24.30441724	23.93638414	24.9397585	24.43708786	17.74004906	22.51625406	24.58110532	24.85327616	23.73916561	25.35245229	24.26865608
Q6UN15-3;Q6UN15-5;Q6UN15;Q6UN15-4	FIP1L1	Pre-mRNA 3-end-processing factor FIP1	24.58813668	26.86060183	26.13842249	27.51638457	26.40878638	27.38783641	23.09490065	26.59212868	21.03186412	26.52771021	26.52624922	26.06973675	26.61355304
Q6UUV9-3;Q6UUV9;Q6UUV9-2	CRTC1	CREB-regulated transcription coactivator 1	21.91843006	21.1914146	19.81003165	18.99901723	21.07149188	20.48918127	20.89431468	21.60733864	NA	NA	20.94179375	20.6223416	20.36985418
Q6UVK1	CSPG4	Chondroitin sulfate proteoglycan 4	24.52205513	23.43969545	21.66829593	22.19991415	22.41009161	20.95916983	23.1433843	22.86957757	21.86069056	22.19999106	20.95589286	20.52999086	22.57332487
Q6UVY6;Q6UVY6-2	MOXD1	DBH-like monooxygenase protein 1	26.97290853	26.89325509	27.99513013	26.27648609	27.65689861	27.50095959	28.06922258	28.4036597	27.33761858	26.08545686	28.19905718	28.21280673	27.18538395
Q6UW02;Q6UW02-2	CYP20A1	Cytochrome P450 20A1	25.90620944	25.18431839	25.47890753	25.4870035	25.9671683	26.907251	26.34635551	25.69887301	26.39351355	25.8796184	25.84263814	25.75448679	26.47858539
Q6UW68	TMEM205	Transmembrane protein 205	27.86860064	28.49435096	27.77940071	28.10256853	27.4932166	29.10379265	28.69505299	28.69790762	27.81928867	28.81038123	27.62559091	27.52869707	28.01898127
Q6UW78	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3	21.75407874	21.59290412	21.34685283	21.87195219	NA	NA	21.82532155	21.02387101	23.69309936	21.16463844	21.1886526	21.46045227	22.78701683
Q6UWE0;Q6UWE0-2;Q6UWE0-3	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	23.97360266	25.45954009	25.83251784	24.24819232	24.56462408	24.29822246	24.49926412	25.28612924	24.24129364	25.01196187	25.52301652	24.30515922	24.77377744
Q6UWH4;Q6UWH4-2;Q6UWH4-3	FAM198B	Protein FAM198B	NA	24.97983047	24.51313067	23.85474863	25.2496661	24.52677496	24.75433912	24.88424482	23.48257941	25.48961172	24.34771775	21.6924915	22.86903237
Q6UWJ1-3;Q6UWJ1-2;Q6UWJ1	TMCO3	Transmembrane and coiled-coil domain-containing protein 3	14.56888572	12.68132437	5.290127841	7.172662511	NA	20.61970864	17.94712646	14.58754516	17.76458646	NA	12.45737999	16.26840815	23.13672647
Q6UWP2;Q6UWP2-2	DHRS11	Dehydrogenase/reductase SDR family member 11	18.60222596	18.99244981	18.8654927	19.08781879	18.37666928	19.36726763	19.93994265	20.25376605	19.72457114	NA	19.85451945	19.53784967	15.20320185
Q6UWP7-3;Q6UWP7;Q6UWP7-2	LCLAT1	Lysocardiolipin acyltransferase 1	22.36780264	23.83156362	26.25897264	23.65585817	26.50488212	22.38443695	27.48317518	25.43346666	26.60867166	NA	24.70056345	23.69105588	25.57302952
Q6UWR7	ENPP6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	23.92745931	26.93312042	NA	25.26750901	22.17859838	21.44466969	26.8426225	24.71091111	25.12138083	19.91422419	25.90805869	23.23693114	26.50368998
Q6UWU2;Q6UWU2-2	GLB1L	Beta-galactosidase-1-like protein	24.50561152	NA	NA	NA	15.37802379	17.14525929	26.15019862	NA	NA	15.49095696	NA	23.34657572	26.08647599
Q6UWU4;Q6UWU4-2	C6orf89	Bombesin receptor-activated protein C6orf89	NA	23.13708459	20.97463871	20.46433523	20.12450627	21.46336839	22.63021148	22.63078337	22.16514686	18.84628594	NA	21.01039419	25.57812103
Q6UWY5	OLFML1	Olfactomedin-like protein 1	28.74078252	29.00271698	30.46073829	29.08467107	29.05515559	30.53633533	29.77761196	29.1963421	27.90272413	28.40075482	28.63637709	30.09342706	28.97329748
Q6UX04;Q6UX04-2	CWC27	Peptidyl-prolyl cis-trans isomerase CWC27 homolog	14.93592587	16.66924539	14.79981118	17.44172375	16.19370796	13.81223333	15.46160274	18.16946734	16.20579188	NA	NA	15.25057282	NA
Q6UX06	OLFM4	Olfactomedin-4	27.69003843	27.46421916	22.38742181	24.22045846	NA	27.68131582	24.4551376	NA	24.87618142	26.18954761	23.48655507	23.9667466	26.74352959
Q6UX07-2;Q6UX07	DHRS13	Dehydrogenase/reductase SDR family member 13	23.48598347	22.89469537	24.97080776	21.01719473	23.67438092	25.38702513	24.54828957	18.00996007	26.59682069	24.63796354	18.9700219	21.94744598	24.32643255
Q6UX71;Q6UX71-2	PLXDC2	Plexin domain-containing protein 2	24.60850083	24.79721057	25.04598269	24.44938362	25.06688599	24.28499786	24.93012118	24.67756972	25.71881724	24.89979612	25.16782907	24.05739648	24.89904329
Q6UXB2	CXCL17	VEGF coregulated chemokine 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UXB8-2;Q6UXB8	PI16	Peptidase inhibitor 16	NA	NA	NA	NA	NA	20.72833548	NA	NA	17.42023102	NA	NA	17.43228411	NA
Q6UXD5-2;Q6UXD5-3;Q6UXD5-5;Q6UXD5;Q6UXD5-4;Q6UXD5-6	SEZ6L2	Seizure 6-like protein 2	21.9119773	NA	23.30111945	22.79134666	19.02489369	18.61581666	NA	21.53694002	23.37743693	27.89677926	23.32562017	24.12481145	17.06146277
Q6UXG2;Q6UXG2-2;Q6UXG2-4;Q6UXG2-3	KIAA1324	UPF0577 protein KIAA1324	28.49976188	28.8564599	29.41608627	29.4684354	28.12826009	29.82202871	28.26610713	28.76172802	29.73286412	29.66458501	29.8546379	29.33081531	29.09914939
Q6UXH1-4;Q6UXH1;Q6UXH1-6;Q6UXH1-5;Q6UXH1-3;Q6UXH1-2	CRELD2	Cysteine-rich with EGF-like domain protein 2	24.69973042	23.73620746	24.31171518	23.01009368	28.2709947	NA	22.89854767	23.22183445	24.491236	23.76153644	23.84468676	23.85953025	24.07818097
Q6UXI9;Q6UXI9-3;Q6UXI9-5;Q6UXI9-2;Q6UXI9-4	NPNT	Nephronectin	28.25846806	27.59178278	30.81811556	27.88575161	28.54725696	29.54742736	28.73392772	28.13517885	29.17160395	30.1733641	28.15621475	30.21675395	28.70724204
Q6UXN9	WDR82	WD repeat-containing protein 82	25.05646109	26.33737672	26.21519841	27.12178282	26.19374773	26.47911112	25.85122514	26.25366377	26.18373014	25.88803192	25.96385298	26.58830183	26.7681357
Q6UXV4	APOOL	MICOS complex subunit MIC27	26.75687012	26.99759717	27.53814734	27.60118698	27.03393863	26.68633757	28.49311314	27.55562242	27.9336752	27.19765502	27.27444071	26.99164848	27.36941674
Q6UXY8-2;Q6UXY8;Q6UXY8-3;Q6UXY8-4	TMC5	Transmembrane channel-like protein 5	NA	NA	NA	NA	14.53968191	15.54049623	NA	NA	NA	16.997149	31.92848526	NA	NA
Q6UY09	CEACAM20	Carcinoembryonic antigen-related cell adhesion molecule 20	NA	NA	NA	NA	NA	NA	NA	NA	33.35187401	20.26862945	NA	NA	NA
Q6VMQ6-2;Q6VMQ6-5;Q6VMQ6;Q6VMQ6-4	ATF7IP	Activating transcription factor 7-interacting protein 1	NA	17.53443338	14.50453383	15.38880588	NA	NA	NA	NA	NA	NA	NA	17.90203681	14.26359844
Q6VN20-3;Q6VN20;Q6VN20-2	RANBP10	Ran-binding protein 10	24.31899928	21.6593424	21.1692319	23.24237909	25.61758589	26.10692955	25.1943425	25.13315306	24.4958552	25.59718954	23.00237439	21.57696125	24.95964091
Q6VY07;Q6VY07-2	PACS1	Phosphofurin acidic cluster sorting protein 1	26.3730568	27.1719888	25.94374066	26.71251002	26.90498947	27.16746695	26.71582932	27.57932101	26.610893	26.7478031	26.36402657	26.35245544	26.04330328
Q6W4X9	MUC6	Mucin-6	NA	NA	NA	13.82524692	NA	NA	13.97895436	14.11573807	14.30495958	NA	NA	20.06325419	16.64151875
Q6WCQ1;Q6WCQ1-2;Q6WCQ1-3	MPRIP	Myosin phosphatase Rho-interacting protein	26.4638809	27.62911776	27.44592784	27.63921996	27.77707721	27.1182813	27.57978402	27.7052453	26.72429771	27.37513521	27.85652101	27.43544608	27.32135384
Q6WKZ4;Q6WKZ4-3;Q6WKZ4-1;Q6WKZ4-5	RAB11FIP1	Rab11 family-interacting protein 1	23.39112397	19.07781391	21.44467698	22.07522229	23.70998705	24.11304982	20.53977183	23.93159697	22.95284218	22.66580032	22.69349166	22.29472025	20.32487484
Q6XQN6;Q6XQN6-2;Q6XQN6-3	NAPRT	Nicotinate phosphoribosyltransferase	29.24324115	29.98881919	28.74782561	27.51683844	28.95985285	30.21973525	28.65541029	28.19514295	28.79625133	29.25408059	29.74961167	29.38530278	27.49181324
Q6XZF7;Q6XZF7-2	DNMBP	Dynamin-binding protein	24.57211045	22.7433981	22.95094969	22.6894934	24.5843523	19.50072776	24.01890549	23.13511079	21.33861797	23.72713109	21.7641773	21.86884383	22.93811463
Q6Y1H2	HACD2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	17.29714304	20.32834259	22.43203763	22.57347646	NA	31.02098417	20.67195983	19.58265072	21.62507665	18.97000052	22.49422622	19.41319966	22.67001951
Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6;Q6Y7W6-3	GIGYF2	PERQ amino acid-rich with GYF domain-containing protein 2	23.05461304	24.54795981	24.20630578	29.77324448	25.58843143	25.35584913	24.45060583	24.22736971	21.56299119	24.55701927	24.42394061	23.88075433	25.98885799
Q6YHK3;Q6YHK3-4;Q6YHK3-2;Q6YHK3-3	CD109	CD109 antigen	22.69243889	22.94222291	24.00789573	23.88755252	22.20606592	25.16372927	23.71386328	23.68299997	NA	19.0957966	23.8901151	24.24414048	24.4529074
Q6YHU6;Q6YHU6-3;Q6YHU6-2;Q6YHU6-6;Q6YHU6-5;Q6YHU6-4	THADA	Thyroid adenoma-associated protein	17.44903699	18.37889219	20.57876032	16.17422787	12.84256146	15.85804764	18.51306783	20.72285913	21.26592136	21.35341159	19.07875813	18.93797695	NA
Q6YN16;Q6YN16-2	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	28.80319748	28.17512381	29.41963257	28.65312154	28.53762039	29.45439986	29.45425206	28.33368943	29.76968889	29.66939358	28.55910889	28.56931114	28.64808765
Q6YP21-3;Q6YP21;Q6YP21-2	CCBL2	Kynurenine--oxoglutarate transaminase 3	27.02016463	26.7457927	26.33167079	24.77439995	26.60827811	25.76400588	27.56358043	25.43248999	27.85287573	27.16119928	25.7862877	24.75434396	24.6264547
Q6ZMB0;Q6ZMB0-3;Q6ZMB0-2	B3GNT6	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"	23.65497086	23.01737434	NA	NA	23.23762691	24.55152822	26.9130801	26.96448428	25.3564437	18.6615788	NA	NA	NA
Q6ZMB5	TMEM184A	Transmembrane protein 184A	17.51919199	18.77325533	19.89779852	19.4805571	NA	NA	17.31393447	19.55124179	NA	20.18476589	20.60351512	20.36015913	NA
Q6ZMG9;Q6ZMG9-2	CERS6	Ceramide synthase 6	24.28123536	23.40926214	23.83202517	NA	NA	NA	NA	NA	25.16218247	18.39662804	NA	25.84958981	20.29437447
Q6ZMI0;Q6ZMI0-2;Q6ZMI0-5;Q6ZMI0-3;Q6ZMI0-4	PPP1R21	Protein phosphatase 1 regulatory subunit 21	26.6189576	27.02233612	26.68645431	27.46215347	27.20959039	27.53896495	27.30887833	26.48068817	26.91416291	27.81898253	26.71371692	27.2059625	26.65048166
Q6ZMK1-2;Q6ZMK1	CYHR1	Cysteine and histidine-rich protein 1	NA	NA	NA	NA	14.57275279	15.27236106	NA	NA	31.10513345	16.22254343	NA	NA	23.54530165
Q6ZMP0;Q6ZMP0-4;Q6ZMP0-2;Q6ZMP0-3	THSD4	Thrombospondin type-1 domain-containing protein 4	25.26179595	22.63135248	23.17184627	24.72323673	24.08631905	25.74455482	25.08815509	23.87189049	23.59706154	23.44527402	26.91769327	25.28606752	23.8618857
Q6ZMU5;Q6ZMU5-2	TRIM72	Tripartite motif-containing protein 72	27.87026588	29.55824336	24.68435384	NA	NA	22.87164637	27.1734295	NA	NA	21.06921585	NA	NA	NA
Q6ZMZ3-2;Q6ZMZ3;Q6ZMZ3-3	SYNE3	Nesprin-3	20.86122652	21.50251224	21.3487452	21.06934229	19.97348262	18.8763613	22.77828477	20.08192319	23.01428218	22.1785156	21.60830837	21.08692713	21.66850335
Q6ZNB6;Q6ZNB6-2	NFXL1	NF-X1-type zinc finger protein NFXL1	23.76226709	24.08194644	23.48527744	24.50869897	24.20499209	24.48014364	24.01194835	24.65796741	24.1716656	24.29737355	21.49058022	23.73050799	24.85347532
Q6ZNJ1-2;Q6ZNJ1;Q6ZNJ1-3	NBEAL2	Neurobeachin-like protein 2	NA	24.08803417	22.64494127	22.61353351	19.996132	19.88311074	20.37594831	NA	NA	21.48860606	23.89405305	23.59962893	NA
Q6ZNW5	GDPGP1	GDP-D-glucose phosphorylase 1	25.53822322	27.13047009	26.62984036	26.4364083	26.39304659	26.70560439	24.93527548	27.41865228	25.95047645	25.99406905	25.1434304	25.70064831	25.99317596
Q6ZPD9;Q6ZPD9-2	DPY19L3	Probable C-mannosyltransferase DPY19L3	16.35286875	20.68828269	19.01319563	19.42955451	18.77300904	NA	19.62878457	20.83184856	19.75139444	23.801731	19.01651667	18.66263112	24.37653406
Q6ZRP7	QSOX2	Sulfhydryl oxidase 2	24.84203356	25.72446105	22.60086542	23.40051288	25.22681264	25.72986132	26.47043709	25.33940904	24.64325171	23.91905953	25.34459481	24.65511793	24.35193745
Q6ZRS2-3;Q6ZRS2-2;Q6ZRS2	SRCAP	Helicase SRCAP	NA	18.96480832	17.46239624	18.90268732	15.18328634	14.61173556	20.15684391	20.1386661	19.35416756	NA	19.54423575	18.79244931	24.30528672
Q6ZRV2	FAM83H	Protein FAM83H	21.4635103	20.99051719	21.50916053	19.31667592	22.08914437	23.33365309	17.49478437	19.70772209	20.8411809	23.82691343	25.83495085	21.15690047	21.49676919
Q6ZS17-2;Q6ZS17;Q6ZS17-3;Q6ZS17-4	FAM65A	Protein FAM65A	NA	NA	21.22631853	22.15588937	NA	NA	22.65378693	22.22877429	NA	18.04327325	22.3299086	19.78427584	20.03314854
Q6ZS30;Q6ZS30-1	NBEAL1	Neurobeachin-like protein 1	22.16067995	20.53516061	20.35447327	21.07591769	21.46677168	22.81439068	21.0269921	21.00682435	20.6031282	26.66420833	15.62841245	21.5669887	21.13195679
Q6ZS81-4;Q6ZS81;Q6ZS81-5;Q6ZS81-3;Q6ZS81-2	WDFY4	WD repeat- and FYVE domain-containing protein 4	NA	NA	NA	NA	8.572879105	7.345143571	NA	NA	NA	15.13481439	NA	NA	NA
Q6ZS86;Q6ZS86-3;Q6ZS86-2	GK5	Putative glycerol kinase 5	22.9999336	NA	22.37856717	NA	21.15907203	18.4970657	22.20777071	16.82206613	22.36518893	NA	16.46657115	22.07471121	19.40763117
Q6ZSR9		Uncharacterized protein FLJ45252	25.1877124	23.02033095	27.20980876	25.77730274	25.5686298	27.99686958	23.60854786	25.81549302	20.10837577	25.3467627	21.92894593	27.02539779	24.71016379
Q6ZSS7	MFSD6	Major facilitator superfamily domain-containing protein 6	27.10155364	22.45451703	NA	23.40941423	22.81364689	NA	27.57816739	22.16385895	NA	23.45057112	23.8574742	23.57986542	NA
Q6ZT12;Q6ZT12-2;Q6ZT12-3	UBR3	E3 ubiquitin-protein ligase UBR3	22.02785996	21.44097591	21.72761586	22.76794982	22.09793836	21.99160622	20.67729958	21.13540109	18.11118566	22.75018706	21.4810514	22.28487721	22.18884473
Q6ZT21-2;Q6ZT21	TMPPE	Transmembrane protein with metallophosphoesterase domain	18.77957752	16.76793325	14.17128439	15.93747988	NA	25.98060015	18.14713817	18.01007851	12.13050202	NA	11.02956157	14.65181496	NA
Q6ZTI6-2;Q6ZTI6	FAM101A	Filamin-interacting protein FAM101A	NA	NA	NA	NA	12.23392177	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZUJ8-2;Q6ZUJ8;Q6ZUJ8-3	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	17.22467103	21.35694565	25.80930027	23.74452157	25.29357291	NA	16.90527221	18.98677973	15.51331077	22.1343363	20.70317597	18.90672724	25.51082634
Q6ZUK4;Q6ZUK4-2	TMEM26	Transmembrane protein 26	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.78953919	NA	NA	NA
Q6ZUS6-2;Q6ZUS6;Q6ZUS6-5;Q6ZUS6-4;Q6ZUS6-6;Q6ZUS6-3	CCDC149	Coiled-coil domain-containing protein 149	18.57676676	21.37687919	21.57129779	19.81353824	23.38653977	24.2886676	21.44862959	22.23606486	19.7466061	17.008957	NA	21.39917093	NA
Q6ZUT6-4;Q6ZUT6;Q6ZUT6-3;Q6ZUT6-2	C15orf52	Uncharacterized protein C15orf52	13.68231777	14.51326438	NA	14.26338961	32.90532269	NA	NA	13.84403837	15.26610308	NA	16.45909943	NA	NA
Q6ZV29;Q6ZV29-5;Q6ZV29-4;Q6ZV29-3;Q6ZV29-2	PNPLA7	Patatin-like phospholipase domain-containing protein 7	NA	NA	NA	NA	10.40125837	10.7122431	NA	NA	NA	NA	NA	NA	NA
Q6ZVK8;Q6ZVK8-2	NUDT18	8-oxo-dGDP phosphatase NUDT18	20.81973759	19.64768827	19.29229774	20.14253866	NA	NA	19.2242481	20.59895451	15.41069673	NA	20.81447823	NA	22.59202075
Q6ZVM7;Q6ZVM7-5;Q6ZVM7-2;Q6ZVM7-3;Q6ZVM7-4	TOM1L2	TOM1-like protein 2	28.22883664	27.78090671	29.05155676	28.01888325	28.5371232	26.94773196	27.79983487	28.07744789	28.29013447	28.24663501	28.47049975	29.16683305	28.26417113
Q6ZW31;Q6ZW31-2	SYDE1	Rho GTPase-activating protein SYDE1	NA	NA	23.83386615	23.85173986	18.42400542	13.82382971	24.3243737	23.72266551	22.58886968	24.92526976	23.98871869	NA	NA
Q6ZW49;Q6ZW49-1;Q6ZW49-2	PAXIP1	PAX-interacting protein 1	17.88080869	NA	20.67239094	19.15852568	11.21454047	9.91209427	NA	17.45282239	NA	NA	18.7422397	NA	19.78714476
Q6ZWT7	MBOAT2	Lysophospholipid acyltransferase 2	24.78465067	25.83306164	25.74971682	25.67546472	26.91865668	25.24552717	26.1773386	25.33480997	26.93790596	22.65997385	26.92477777	27.04151322	27.79727398
Q6ZXV5-2;Q6ZXV5	TMTC3	Transmembrane and TPR repeat-containing protein 3	26.16127176	23.66651566	25.88223974	23.42340455	24.91029108	26.82153631	24.81847594	25.32567956	26.05799313	24.58666945	25.34737094	25.30514979	25.4886393
