chr	start	end	persistence_left	persistence_right	type	w
chr3	14160000	14640000	18	13	boundary,domain	12
chr3	14640000	14960000	13	14	boundary,domain	12
chr3	14960000	15080000	14	18		12
chr3	15080000	15600000	18	18	boundary,domain	12
chr3	15600000	16280000	18	18		12
chr3	16280000	16560000	18	18	boundary,domain	12
chr3	16560000	17280000	18	14	domain	12
chr3	17280000	17880000	14	18		12
chr3	17880000	18400000	18	9	domain	12
chr3	18400000	19040000	9	18	domain	12
chr3	19040000	19880000	18	17	domain	12
chr3	19880000	20360000	17	18	domain	12
chr3	20360000	22080000	18	18	boundary,domain	12
chr3	22080000	22960000	18	17	domain	12
chr3	22960000	23880000	17	5	domain	12
chr3	23880000	23960000	5	17		12
chr3	23960000	24720000	17	18	domain	12
chr3	24720000	25640000	18	18	domain	12
chr3	25640000	25840000	18	15		12
chr3	25840000	27120000	15	13	domain	12
chr3	27120000	27280000	13	18	boundary,domain	12
chr3	27280000	27680000	18	14	domain	12
chr3	27680000	28360000	14	18	domain	12
chr3	28360000	30000000	18	17		12
chr3	30000000	30760000	17	18	domain	12
chr3	30760000	31560000	18	18	domain	12
chr3	31560000	32160000	18	18	domain	12
chr3	32160000	32480000	18	17	boundary,domain	12
chr3	32480000	32680000	17	18	boundary,domain	12
chr3	32680000	32960000	18	15	boundary,domain	12
chr3	32960000	33080000	15	10		12
chr3	33080000	33840000	10	18	domain	12
chr3	33840000	34720000	18	13	domain	12
chr3	34720000	35920000	13	18	domain	12
chr3	35920000	36720000	18	13	domain	12
chr3	36720000	37000000	13	18	boundary,domain	12
chr3	37000000	37280000	18	18		12
chr3	37280000	37840000	18	18	domain	12
chr3	37840000	38000000	18	18	boundary,domain	12
chr3	38000000	38480000	18	15	boundary,domain	12
chr3	38480000	39080000	15	18	domain	12
chr3	39080000	39400000	18	18	boundary,domain	12
chr3	39400000	40320000	18	7	domain	12
chr3	40320000	40520000	7	18	boundary,domain	12
chr3	40520000	41880000	18	18	domain	12
chr3	41880000	42120000	18	13	boundary,domain	12
chr3	42120000	42560000	13	16		12
chr3	42560000	42920000	16	18	boundary,domain	12
chr3	42920000	43560000	18	12	domain	12
chr3	43560000	43720000	12	6		12
chr3	43720000	44320000	6	18	domain	12
chr3	44320000	44960000	18	18	boundary,domain	12
chr3	44960000	45720000	18	18		12
chr3	45720000	46440000	18	12	domain	12
chr3	46440000	46680000	12	18		12
chr3	46680000	46920000	18	18	boundary,domain	12
chr3	46920000	47400000	18	18	boundary,domain	12
chr3	47400000	47800000	18	18	boundary,domain	12
chr3	47800000	48200000	18	18	boundary,domain	12
chr3	48200000	48680000	18	18	boundary,domain	12
chr3	48680000	49000000	18	18		12
chr3	49000000	49480000	18	18	boundary,domain	12
chr3	49480000	49680000	18	13	boundary,domain	12
chr3	49680000	50360000	13	18	boundary,domain	12
chr3	50360000	50560000	18	18		12
chr3	50560000	51400000	18	17	domain	12
chr3	51400000	51920000	17	18	boundary,domain	12
chr3	51920000	52160000	18	16	boundary,domain	12
chr3	52160000	52400000	16	18	boundary,domain	12
chr3	52400000	52720000	18	18	boundary,domain	12
chr3	52720000	53240000	18	17		12
chr3	53240000	53920000	17	18	domain	12
chr3	53920000	56560000	18	18		12
chr3	56560000	57080000	18	13		12
chr3	57080000	57880000	13	16		12
chr3	57880000	58200000	16	11	boundary,domain	12
chr3	58200000	58320000	11	11	boundary,domain	12
chr3	58320000	58560000	11	9	boundary,domain	12
chr3	58560000	58640000	9	16	boundary,domain	12
chr3	58640000	58760000	16	5	boundary,domain	12
chr3	58760000	59920000	5	15	domain	12
chr3	59920000	61400000	15	14	domain	12
chr3	61400000	62200000	14	18	domain	12
chr3	62200000	62560000	18	18	boundary,domain	12
chr3	62560000	63360000	18	12	domain	12
chr3	63360000	63840000	12	18	domain	12
chr3	63840000	64480000	18	18		12
chr3	64480000	65440000	18	15		12
chr3	65440000	66200000	15	18	domain	12
chr3	66200000	66880000	18	18	domain	12
chr3	66880000	68680000	18	18	domain	12
chr3	68680000	68720000	18	18	gap	12
chr3	68720000	69680000	18	13	domain	12
chr3	69680000	70000000	13	18	boundary,domain	12
chr3	70000000	70520000	18	18	domain	12
chr3	70520000	70960000	18	13		12
chr3	70960000	71680000	13	18	domain	12
chr3	71680000	72840000	18	18	domain	12
chr3	72840000	73080000	18	18	boundary,domain	12
chr3	73080000	73520000	18	15	domain	12
chr3	73520000	73840000	15	18	boundary,domain	12
chr3	73840000	75520000	18	18	domain	12
chr3	75520000	75760000	18	18	gap	12
chr3	75760000	76760000	18	17	boundary,domain	12
chr3	76760000	77360000	17	3		12
chr3	77360000	77520000	3	9		12
chr3	77520000	78640000	9	17		12
chr3	78640000	79040000	17	12	domain	12
chr3	79040000	79520000	12	18	domain	12
chr3	79520000	81280000	18	17	domain	12
chr3	81280000	82600000	17	8		12
chr3	82600000	82800000	8	5	boundary,domain	12
chr3	82800000	83040000	5	14		12
chr3	83040000	83200000	14	13	boundary,domain	12
chr3	83200000	83560000	13	12		12
chr3	83560000	84520000	12	14		12
chr3	84520000	85600000	14	15	domain	12
chr3	85600000	86640000	15	18	domain	12
chr3	86640000	87200000	18	18		12
chr3	87200000	88200000	18	18	domain	12
chr3	88200000	89120000	18	12	domain	12
chr3	89120000	90240000	12	18	domain	12
chr3	90240000	93800000	18	18	gap	12
chr3	93800000	94840000	18	11	domain	12
chr3	94840000	96160000	11	12	domain	12
chr3	96160000	96840000	12	18	domain	12
chr3	96840000	98160000	18	18	domain	12
chr3	98160000	98200000	18	18	gap	12
chr3	98200000	99000000	18	17	domain	12
chr3	99000000	99800000	17	18	domain	12
chr3	99800000	100280000	18	18	domain	12
chr3	100280000	101680000	18	18		12
chr3	101680000	102240000	18	18	domain	12
chr3	102240000	103280000	18	10	domain	12
chr3	103280000	104560000	10	18	domain	12
chr3	104560000	105560000	18	17		12
chr3	105560000	107200000	17	18	domain	12
chr3	107200000	107760000	18	6		12
chr3	107760000	108600000	6	15		12
chr3	108600000	109000000	15	17	boundary,domain	12
chr3	109000000	109320000	17	18	boundary,domain	12
chr3	109320000	111560000	18	16		12
chr3	111560000	112080000	16	18		12
chr3	112080000	112560000	18	12	domain	12
chr3	112560000	113000000	12	18	domain	12
chr3	113000000	113480000	18	9	domain	12
chr3	113480000	113760000	9	10	domain	12
chr3	113760000	114080000	10	10		12
chr3	114080000	114320000	10	17	boundary,domain	12
chr3	114320000	115200000	17	18	domain	12
chr3	115200000	115840000	18	18	domain	12
chr3	115840000	116760000	18	18	domain	12
chr3	116760000	118000000	18	16	domain	12
chr3	118000000	118840000	16	18		12
chr3	118840000	119160000	18	11	boundary,domain	12
chr3	119160000	119720000	11	18		12
chr3	119720000	120200000	18	16	domain	12
chr3	120200000	120400000	16	8	boundary,domain	12
chr3	120400000	120560000	8	17	boundary,domain	12
chr3	120560000	121520000	17	18	domain	12
chr3	121520000	122400000	18	18	domain	12
chr3	122400000	123320000	18	18		12
chr3	123320000	123560000	18	18	boundary,domain	12
chr3	123560000	124720000	18	18		12
chr3	124720000	124920000	18	16	boundary,domain	12
chr3	124920000	125720000	16	18	domain	12
chr3	125720000	125960000	18	18	gap	12
chr3	125960000	126480000	18	10	domain	12
chr3	126480000	127560000	10	18	domain	12
chr3	127560000	128040000	18	18	boundary,domain	12
chr3	128040000	128600000	18	18	domain	12
chr3	128600000	128880000	18	7	boundary,domain	12
chr3	128880000	128960000	7	14		12
chr3	128960000	129320000	14	17	boundary,domain	12
chr3	129320000	130120000	17	18		12
chr3	130120000	130200000	18	18	gap	12
chr3	130200000	130720000	18	10	domain	12
chr3	130720000	131040000	10	18	domain	12
chr3	131040000	132120000	18	18	domain	12
chr3	132120000	132160000	18	18	gap	12
chr3	132160000	132600000	18	18	domain	12
chr3	132600000	132640000	18	18	gap	12
chr3	132640000	133640000	18	18		12
chr3	133640000	134560000	18	17		12
chr3	134560000	135920000	17	18	domain	12
chr3	135920000	137040000	18	18		12
chr3	137040000	138080000	18	18	domain	12
chr3	138080000	138960000	18	17	domain	12
chr3	138960000	139400000	17	18	domain	12
chr3	139400000	140920000	18	18	domain	12
chr3	140920000	141200000	18	18		12
chr3	141200000	142000000	18	15	domain	12
chr3	142000000	142560000	15	18		12
chr3	142560000	143000000	18	18	boundary,domain	12
chr3	143000000	143760000	18	18	domain	12
chr3	143760000	143960000	18	10	boundary,domain	12
chr3	143960000	144800000	10	12	domain	12
chr3	144800000	145760000	12	13	domain	12
chr3	145760000	146040000	13	17	domain	12
chr3	146040000	146680000	17	18		12
chr3	146680000	147280000	18	4		12
chr3	147280000	148360000	4	11	domain	12
chr3	148360000	148960000	11	18		12
chr3	148960000	149280000	18	18	boundary,domain	12
chr3	149280000	149480000	18	12	boundary,domain	12
chr3	149480000	149840000	12	12	domain	12
chr3	149840000	150400000	12	18	domain	12
chr3	150400000	150440000	18	18	gap	12
chr3	150440000	151240000	18	18	domain	12
chr3	151240000	151280000	18	18	gap	12
chr3	151280000	152000000	18	18	domain	12
chr3	152000000	152040000	18	18	gap	12
chr3	152040000	152360000	18	18	domain	12
chr3	152360000	152440000	18	18	gap	12
chr3	152440000	153000000	18	10	domain	12
chr3	153000000	153520000	10	18	domain	12
chr3	153520000	153560000	18	18	gap	12
chr3	153560000	154320000	18	11	domain	12
chr3	154320000	154880000	11	18	domain	12
chr3	154880000	154920000	18	18	gap	12
chr3	154920000	155520000	18	18	domain	12
chr3	155520000	155560000	18	18	gap	12
chr3	155560000	156640000	18	12		12
chr3	156640000	157160000	12	18	domain	12
chr3	157160000	157520000	18	18	boundary,domain	12
chr3	157520000	158640000	18	15	domain	12
chr3	158640000	158800000	15	18		12
chr3	158800000	159280000	18	10	domain	12
chr3	159280000	159840000	10	17	domain	12
chr3	159840000	160040000	17	18	boundary,domain	12
chr3	160040000	160520000	18	15	boundary,domain	12
chr3	160520000	161480000	15	18	domain	12
chr3	161480000	163080000	18	11		12
chr3	163080000	163800000	11	18	domain	12
chr3	163800000	165200000	18	18	domain	12
chr3	165200000	165880000	18	11	domain	12
chr3	165880000	167360000	11	18		12
chr3	167360000	168040000	18	6		12
chr3	168040000	168200000	6	15	boundary,domain	12
chr3	168200000	168840000	15	18	domain	12
chr3	168840000	169760000	18	18		12
chr3	169760000	170160000	18	7		12
chr3	170160000	170280000	7	9	boundary,domain	12
chr3	170280000	170880000	9	18		12
chr3	170880000	171600000	18	18	domain	12
chr3	171600000	172480000	18	5		12
chr3	172480000	172760000	5	18	boundary,domain	12
chr3	172760000	173560000	18	16	domain	12
chr3	173560000	176440000	16	11	domain	12
chr3	176440000	176960000	11	18	domain	12
chr3	176960000	178400000	18	18	domain	12
chr3	178400000	179000000	18	18	domain	12
chr3	179000000	179360000	18	18	boundary,domain	12
chr3	179360000	179600000	18	18	boundary,domain	12
chr3	179600000	180600000	18	17	domain	12
chr3	180600000	181240000	17	14	domain	12
chr3	181240000	181720000	14	17	domain	12
chr3	181720000	182720000	17	18	domain	12
chr3	182720000	183080000	18	17		12
chr3	183080000	183440000	17	18	domain	12
chr3	183440000	183880000	18	18	domain	12
chr3	183880000	184360000	18	18	boundary,domain	12
chr3	184360000	184800000	18	18	boundary,domain	12
chr3	184800000	185640000	18	18		12
chr3	185640000	185920000	18	10	boundary,domain	12
chr3	185920000	186600000	10	18	domain	12
chr3	186600000	186800000	18	18	boundary,domain	12
chr3	186800000	187200000	18	13		12
chr3	187200000	187720000	13	18		12
chr3	187720000	188960000	18	18	domain	12
chr3	188960000	189200000	18	18		12
chr3	189200000	189960000	18	18	domain	12
chr3	189960000	190440000	18	13	boundary,domain	12
chr3	190440000	191400000	13	17	domain	12
chr3	191400000	192440000	17	18	domain	12
chr3	192440000	193600000	18	18	domain	12
chr3	193600000	194440000	18	15		12
chr3	194440000	194640000	15	18	boundary,domain	12
chr3	194640000	195480000	18	18	domain	12
chr3	195480000	195800000	18	18	gap	12
chr3	195800000	195960000	18	18	domain	12
chr3	195960000	196000000	18	18	gap	12
chr3	196000000	196960000	18	13	domain	12
chr3	196960000	197600000	13	18	domain	12
chr3	197600000	197680000	18	18	gap	12
chr3	197680000	198120000	18	18	domain	12
chr3	198120000	198200000	18	18	gap	12
chr4	0	80000	18	18	gap	12
chr4	80000	680000	18	12	domain	12
chr4	680000	1000000	12	11	boundary,domain	12
chr4	1000000	1360000	11	18	domain	12
chr4	1360000	1680000	18	18		12
chr4	1680000	2200000	18	18		12
chr4	2200000	2520000	18	6		12
chr4	2520000	2760000	6	18		12
chr4	2760000	3080000	18	15	boundary,domain	12
chr4	3080000	3880000	15	18		12
chr4	3880000	4080000	18	18	gap	12
chr4	4080000	4920000	18	17	domain	12
chr4	4920000	6000000	17	10		12
chr4	6000000	6240000	10	10	boundary,domain	12
chr4	6240000	6680000	10	18	boundary,domain	12
chr4	6680000	7080000	18	18	boundary,domain	12
chr4	7080000	7760000	18	18	domain	12
chr4	7760000	8160000	18	18	boundary,domain	12
chr4	8160000	8440000	18	14	boundary,domain	12
chr4	8440000	8600000	14	10	boundary,domain	12
chr4	8600000	9120000	10	18	domain	12
chr4	9120000	9680000	18	18	gap	12
chr4	9680000	10200000	18	18	domain	12
chr4	10200000	10240000	18	18	gap	12
chr4	10240000	11760000	18	17	domain	12
chr4	11760000	11960000	17	10		12
chr4	11960000	12720000	10	18	domain	12
chr4	12720000	13640000	18	18	domain	12
chr4	13640000	15040000	18	4	domain	12
chr4	15040000	15200000	4	17	domain	12
chr4	15200000	15480000	17	18	boundary,domain	12
chr4	15480000	15720000	18	10	boundary,domain	12
chr4	15720000	16000000	10	16	boundary,domain	12
chr4	16000000	16280000	16	18	boundary,domain	12
chr4	16280000	17480000	18	18	domain	12
chr4	17480000	17800000	18	8	domain	12
chr4	17800000	18640000	8	18	domain	12
chr4	18640000	19280000	18	12	domain	12
chr4	19280000	20400000	12	18	domain	12
chr4	20400000	20720000	18	18	boundary,domain	12
chr4	20720000	21480000	18	14	domain	12
chr4	21480000	21760000	14	18	boundary,domain	12
chr4	21760000	22400000	18	11	domain	12
chr4	22400000	22840000	11	13	domain	12
chr4	22840000	24480000	13	18	domain	12
chr4	24480000	25160000	18	18	domain	12
chr4	25160000	25400000	18	18	boundary,domain	12
chr4	25400000	25920000	18	17	boundary,domain	12
chr4	25920000	26440000	17	10	domain	12
chr4	26440000	27040000	10	18	domain	12
chr4	27040000	27680000	18	12	domain	12
chr4	27680000	27840000	12	6		12
chr4	27840000	30720000	6	18	domain	12
chr4	30720000	31800000	18	18	domain	12
chr4	31800000	31840000	18	18	gap	12
chr4	31840000	32640000	18	7	domain	12
chr4	32640000	32720000	7	8		12
chr4	32720000	32840000	8	11	boundary,domain	12
chr4	32840000	33080000	11	8	boundary,domain	12
chr4	33080000	33960000	8	11		12
chr4	33960000	34760000	11	18	domain	12
chr4	34760000	34800000	18	18	gap	12
chr4	34800000	36320000	18	11		12
chr4	36320000	37400000	11	18	domain	12
chr4	37400000	37800000	18	18	boundary,domain	12
chr4	37800000	38040000	18	18	boundary,domain	12
chr4	38040000	38880000	18	15	boundary,domain	12
chr4	38880000	39160000	15	18	boundary,domain	12
chr4	39160000	39440000	18	18	boundary,domain	12
chr4	39440000	40040000	18	17	domain	12
chr4	40040000	40320000	17	18	boundary,domain	12
chr4	40320000	40720000	18	18	boundary,domain	12
chr4	40720000	40920000	18	9	boundary,domain	12
chr4	40920000	41240000	9	18		12
chr4	41240000	41680000	18	18	domain	12
chr4	41680000	41960000	18	18	boundary,domain	12
chr4	41960000	42240000	18	16	boundary,domain	12
chr4	42240000	42560000	16	18		12
chr4	42560000	43000000	18	18	boundary,domain	12
chr4	43000000	43720000	18	9	domain	12
chr4	43720000	43840000	9	6	boundary,domain	12
chr4	43840000	44720000	6	18		12
chr4	44720000	45480000	18	15	domain	12
chr4	45480000	46720000	15	14		12
chr4	46720000	47440000	14	14		12
chr4	47440000	47640000	14	17	boundary,domain	12
chr4	47640000	48000000	17	7	boundary,domain	12
chr4	48000000	48120000	7	17		12
chr4	48120000	49080000	17	18	domain	12
chr4	49080000	51840000	18	18	gap	12
chr4	51840000	53040000	18	12	domain	12
chr4	53040000	54280000	12	18	domain	12
chr4	54280000	54960000	18	18	domain	12
chr4	54960000	55880000	18	18	domain	12
chr4	55880000	56400000	18	18	domain	12
chr4	56400000	57040000	18	18	domain	12
chr4	57040000	58880000	18	18	domain	12
chr4	58880000	58920000	18	18	gap	12
chr4	58920000	59200000	18	18		12
chr4	59200000	60240000	18	17	domain	12
chr4	60240000	60520000	17	12	boundary,domain	12
chr4	60520000	62320000	12	6		12
chr4	62320000	62840000	6	17	boundary,domain	12
chr4	62840000	63520000	17	15		12
chr4	63520000	64600000	15	18		12
chr4	64600000	67400000	18	18	domain	12
chr4	67400000	67720000	18	16	boundary,domain	12
chr4	67720000	68520000	16	18	domain	12
chr4	68520000	68640000	18	18	gap	12
chr4	68640000	69200000	18	18	domain	12
chr4	69200000	69440000	18	18	gap	12
chr4	69440000	70600000	18	18	domain	12
chr4	70600000	71040000	18	12	domain	12
chr4	71040000	71720000	12	18		12
chr4	71720000	72280000	18	14	domain	12
chr4	72280000	73080000	14	18	domain	12
chr4	73080000	73280000	18	18		12
chr4	73280000	74160000	18	18	domain	12
chr4	74160000	74800000	18	9	domain	12
chr4	74800000	75520000	9	18	domain	12
chr4	75520000	75960000	18	17	boundary,domain	12
chr4	75960000	76120000	17	14	boundary,domain	12
chr4	76120000	77080000	14	8	domain	12
chr4	77080000	77240000	8	18	boundary,domain	12
chr4	77240000	77920000	18	13		12
chr4	77920000	78600000	13	11	domain	12
chr4	78600000	78920000	11	18		12
chr4	78920000	80240000	18	18	domain	12
chr4	80240000	81080000	18	18	domain	12
chr4	81080000	81400000	18	18	boundary,domain	12
chr4	81400000	82360000	18	16	domain	12
chr4	82360000	82880000	16	12		12
chr4	82880000	83040000	12	12	boundary,domain	12
chr4	83040000	83280000	12	13	boundary,domain	12
chr4	83280000	83480000	13	16	boundary,domain	12
chr4	83480000	83680000	16	16		12
chr4	83680000	84520000	16	18	domain	12
chr4	84520000	85040000	18	18	domain	12
chr4	85040000	86000000	18	18	domain	12
chr4	86000000	86480000	18	18	boundary,domain	12
chr4	86480000	86920000	18	18	domain	12
chr4	86920000	87240000	18	16	boundary,domain	12
chr4	87240000	87480000	16	14	boundary,domain	12
chr4	87480000	88000000	14	18		12
chr4	88000000	88520000	18	18	boundary,domain	12
chr4	88520000	88680000	18	12	boundary,domain	12
chr4	88680000	89120000	12	18	boundary,domain	12
chr4	89120000	90320000	18	18	boundary,domain	12
chr4	90320000	92360000	18	9	domain	12
chr4	92360000	93760000	9	18	domain	12
chr4	93760000	94200000	18	17	boundary,domain	12
chr4	94200000	94640000	17	18		12
chr4	94640000	95160000	18	18		12
chr4	95160000	98080000	18	18	domain	12
chr4	98080000	99080000	18	16		12
chr4	99080000	99480000	16	18	domain	12
chr4	99480000	99960000	18	17	domain	12
chr4	99960000	100960000	17	5	domain	12
chr4	100960000	102320000	5	18	domain	12
chr4	102320000	102400000	18	3		12
chr4	102400000	103120000	3	18	domain	12
chr4	103120000	103960000	18	17	domain	12
chr4	103960000	104920000	17	18	domain	12
chr4	104920000	105480000	18	18	domain	12
chr4	105480000	105720000	18	18	boundary,domain	12
chr4	105720000	106320000	18	18		12
chr4	106320000	107760000	18	18	domain	12
chr4	107760000	107960000	18	18		12
chr4	107960000	108640000	18	18	domain	12
chr4	108640000	109440000	18	18	domain	12
chr4	109440000	110000000	18	18	domain	12
chr4	110000000	110560000	18	18	domain	12
chr4	110560000	111480000	18	9		12
chr4	111480000	111880000	9	1		12
chr4	111880000	112040000	1	18		12
chr4	112040000	112640000	18	17	domain	12
chr4	112640000	113040000	17	15	boundary,domain	12
chr4	113040000	113320000	15	9		12
chr4	113320000	114400000	9	15	domain	12
chr4	114400000	114720000	15	18	domain	12
chr4	114720000	116120000	18	18	domain	12
chr4	116120000	116240000	18	12		12
chr4	116240000	116920000	12	7	domain	12
chr4	116920000	117600000	7	10		12
chr4	117600000	118400000	10	18	domain	12
chr4	118400000	118680000	18	18	gap	12
chr4	118680000	119360000	18	18	domain	12
chr4	119360000	119480000	18	18	gap	12
chr4	119480000	120080000	18	12	domain	12
chr4	120080000	121160000	12	15	domain	12
chr4	121160000	121840000	15	18		12
chr4	121840000	122600000	18	16	domain	12
chr4	122600000	122960000	16	18	boundary,domain	12
chr4	122960000	124320000	18	18	domain	12
chr4	124320000	125320000	18	18	domain	12
chr4	125320000	126640000	18	14	domain	12
chr4	126640000	127560000	14	18		12
chr4	127560000	127760000	18	18	boundary,domain	12
chr4	127760000	128120000	18	13		12
chr4	128120000	129160000	13	15		12
chr4	129160000	129720000	15	10	domain	12
chr4	129720000	130280000	10	13		12
chr4	130280000	130960000	13	14	domain	12
chr4	130960000	131680000	14	18	domain	12
chr4	131680000	131960000	18	18	gap	12
chr4	131960000	133120000	18	18		12
chr4	133120000	134960000	18	18	domain	12
chr4	134960000	136960000	18	18	domain	12
chr4	136960000	139000000	18	18	domain	12
chr4	139000000	139640000	18	18	boundary,domain	12
chr4	139640000	140360000	18	18	domain	12
chr4	140360000	140880000	18	16		12
chr4	140880000	141160000	16	18	boundary,domain	12
chr4	141160000	142080000	18	18	domain	12
chr4	142080000	142880000	18	18	domain	12
chr4	142880000	143800000	18	18	domain	12
chr4	143800000	144160000	18	18	gap	12
chr4	144160000	145120000	18	18	domain	12
chr4	145120000	145600000	18	18		12
chr4	145600000	146240000	18	12	domain	12
chr4	146240000	146960000	12	12	domain	12
chr4	146960000	147640000	12	18	domain	12
chr4	147640000	147880000	18	18	boundary,domain	12
chr4	147880000	149320000	18	16	domain	12
chr4	149320000	149920000	16	18	domain	12
chr4	149920000	150240000	18	17	boundary,domain	12
chr4	150240000	151080000	17	18	domain	12
chr4	151080000	151680000	18	6	domain	12
chr4	151680000	152400000	6	18		12
chr4	152400000	152760000	18	18	boundary,domain	12
chr4	152760000	153120000	18	18	boundary,domain	12
chr4	153120000	153320000	18	15	boundary,domain	12
chr4	153320000	153680000	15	18	boundary,domain	12
chr4	153680000	154520000	18	17	domain	12
chr4	154520000	155360000	17	18		12
chr4	155360000	155960000	18	18		12
chr4	155960000	157120000	18	17	domain	12
chr4	157120000	157960000	17	15	domain	12
chr4	157960000	158640000	15	18	domain	12
chr4	158640000	159480000	18	18	domain	12
chr4	159480000	161200000	18	18	domain	12
chr4	161200000	162480000	18	18	domain	12
chr4	162480000	163560000	18	14	domain	12
chr4	163560000	164240000	14	18	domain	12
chr4	164240000	164280000	18	18	gap	12
chr4	164280000	165240000	18	18	domain	12
chr4	165240000	165280000	18	18	gap	12
chr4	165280000	166160000	18	18	domain	12
chr4	166160000	167680000	18	14	domain	12
chr4	167680000	168160000	14	17	domain	12
chr4	168160000	168960000	17	18		12
chr4	168960000	169600000	18	17	domain	12
chr4	169600000	170120000	17	18	boundary,domain	12
chr4	170120000	171640000	18	5	domain	12
chr4	171640000	172920000	5	18	domain	12
chr4	172920000	173440000	18	17	domain	12
chr4	173440000	174320000	17	16		12
chr4	174320000	174720000	16	18		12
chr4	174720000	175520000	18	18	domain	12
chr4	175520000	175960000	18	15	domain	12
chr4	175960000	176040000	15	2	boundary,domain	12
chr4	176040000	176360000	2	18		12
chr4	176360000	177400000	18	15		12
chr4	177400000	179360000	15	17	domain	12
chr4	179360000	180640000	17	18		12
chr4	180640000	181560000	18	18	domain	12
chr4	181560000	182920000	18	18	domain	12
chr4	182920000	183440000	18	18	boundary,domain	12
chr4	183440000	183640000	18	6	boundary,domain	12
chr4	183640000	184240000	6	18	domain	12
chr4	184240000	184680000	18	18	domain	12
chr4	184680000	185160000	18	18		12
chr4	185160000	185440000	18	15		12
chr4	185440000	185600000	15	18	boundary,domain	12
chr4	185600000	186160000	18	17		12
chr4	186160000	186600000	17	16	boundary,domain	12
chr4	186600000	187600000	16	12		12
chr4	187600000	188400000	12	11	domain	12
chr4	188400000	189600000	11	18	domain	12
chr4	189600000	189760000	18	18	gap	12
chr4	189760000	190000000	18	18	domain	12
chr4	190000000	190200000	18	18	gap	12
chr5	0	40000	18	18	gap	12
chr5	40000	680000	18	18	domain	12
chr5	680000	840000	18	18	gap	12
chr5	840000	1680000	18	18	domain	12
chr5	1680000	1880000	18	6		12
chr5	1880000	2200000	6	14		12
chr5	2200000	2760000	14	17	domain	12
chr5	2760000	3600000	17	12	domain	12
chr5	3600000	4600000	12	10	domain	12
chr5	4600000	4840000	10	18	boundary,domain	12
chr5	4840000	5440000	18	18	boundary,domain	12
chr5	5440000	6600000	18	13	domain	12
chr5	6600000	6760000	13	10	boundary,domain	12
chr5	6760000	7280000	10	18	domain	12
chr5	7280000	7320000	18	18	gap	12
chr5	7320000	7880000	18	11	domain	12
chr5	7880000	9600000	11	12	domain	12
chr5	9600000	10240000	12	18	domain	12
chr5	10240000	10440000	18	18	boundary,domain	12
chr5	10440000	10640000	18	18	boundary,domain	12
chr5	10640000	12080000	18	18	domain	12
chr5	12080000	12560000	18	8	boundary,domain	12
chr5	12560000	13960000	8	18		12
chr5	13960000	14360000	18	17	boundary,domain	12
chr5	14360000	14680000	17	18	boundary,domain	12
chr5	14680000	15040000	18	18	boundary,domain	12
chr5	15040000	16000000	18	10	domain	12
chr5	16000000	16160000	10	11		12
chr5	16160000	16440000	11	18	boundary,domain	12
chr5	16440000	16680000	18	13	boundary,domain	12
chr5	16680000	17520000	13	18	domain	12
chr5	17520000	17600000	18	18	gap	12
chr5	17600000	18360000	18	17	domain	12
chr5	18360000	19640000	17	18		12
chr5	19640000	20680000	18	18	domain	12
chr5	20680000	20960000	18	18	gap	12
chr5	20960000	21280000	18	18	domain	12
chr5	21280000	21560000	18	18	gap	12
chr5	21560000	21960000	18	18	domain	12
chr5	21960000	22240000	18	18	gap	12
chr5	22240000	23160000	18	18	domain	12
chr5	23160000	23800000	18	18	domain	12
chr5	23800000	24000000	18	5	boundary,domain	12
chr5	24000000	24160000	5	18	boundary,domain	12
chr5	24160000	25280000	18	10	domain	12
chr5	25280000	25560000	10	17		12
chr5	25560000	26840000	17	18	boundary,domain	12
chr5	26840000	27880000	18	15	domain	12
chr5	27880000	28920000	15	18		12
chr5	28920000	29840000	18	12	domain	12
chr5	29840000	30040000	12	18	boundary,domain	12
chr5	30040000	30400000	18	10		12
chr5	30400000	31440000	10	18	domain	12
chr5	31440000	32120000	18	18	domain	12
chr5	32120000	32480000	18	15	boundary,domain	12
chr5	32480000	32640000	15	17	boundary,domain	12
chr5	32640000	33440000	17	11	domain	12
chr5	33440000	34080000	11	18	domain	12
chr5	34080000	34400000	18	18	gap	12
chr5	34400000	34960000	18	11	domain	12
chr5	34960000	36040000	11	18	domain	12
chr5	36040000	36720000	18	15		12
chr5	36720000	37440000	15	18		12
chr5	37440000	37480000	18	18	gap	12
chr5	37480000	38400000	18	16		12
chr5	38400000	39000000	16	6	domain	12
chr5	39000000	39560000	6	18		12
chr5	39560000	40720000	18	12	domain	12
chr5	40720000	40880000	12	16		12
chr5	40880000	41840000	16	18		12
chr5	41840000	42800000	18	5	domain	12
chr5	42800000	42880000	5	18	boundary,domain	12
chr5	42880000	43640000	18	18		12
chr5	43640000	44400000	18	10		12
chr5	44400000	44840000	10	18		12
chr5	44840000	45880000	18	18		12
chr5	45880000	50680000	18	18	gap	12
chr5	50680000	52040000	18	12	domain	12
chr5	52040000	52680000	12	17	domain	12
chr5	52680000	53120000	17	18		12
chr5	53120000	54240000	18	18	domain	12
chr5	54240000	54480000	18	16	boundary,domain	12
chr5	54480000	55160000	16	18		12
chr5	55160000	55720000	18	13		12
chr5	55720000	55920000	13	18	boundary,domain	12
chr5	55920000	56240000	18	18	boundary,domain	12
chr5	56240000	56880000	18	18	domain	12
