chr	start_TSS	end_TSS	name	score	strand	Ensembl_ID	start_TAD	end_TAD	w_TAD	order_lower_TAD	order_upper_TAD	Fraction
chr10	122560664	122560665	DMBT1	.	+	ENSG00000187908.19	122280000	122600000	3	2	23	0.122925
chr10	122672849	122672850	AL603764.2	.	+	ENSG00000286135.1	122600000	122720000	5	23	6	0.392925
chr10	122699845	122699846	C10orf120	.	-	ENSG00000183559.12	122600000	122720000	5	23	6	0.16795
chr10	122846174	122846175	CUZD1	.	-	ENSG00000138161.14	122840000	122960000	10	4	3	0.0514583333333333
chr10	122879582	122879583	AC073585.2	.	-	ENSG00000286088.1	122840000	122960000	10	4	3	0.329858333333333
chr10	122879640	122879641	FAM24B	.	-	ENSG00000213185.7	122840000	122960000	10	4	3	0.330341666666667
chr10	122910609	122910610	FAM24A	.	+	ENSG00000203795.3	122840000	122960000	10	4	3	0.411591666666667
chr10	122954310	122954311	C10orf88	.	-	ENSG00000119965.13	122840000	122960000	10	4	3	0.0474083333333333
chr10	122954380	122954381	PSTK	.	+	ENSG00000179988.14	122840000	122960000	10	4	3	0.0468333333333333
chr10	123008816	123008817	IKZF5	.	-	ENSG00000095574.11	122720000	123040000	5	6	4	0.097446875
chr10	123008978	123008979	ACADSB	.	+	ENSG00000196177.13	122720000	123040000	5	6	4	0.09694375
chr10	123135969	123135970	HMX3	.	+	ENSG00000188620.11	123040000	123400000	3	4	1	0.266580555555556
chr10	123148121	123148122	HMX2	.	+	ENSG00000188816.3	123040000	123400000	3	4	1	0.300336111111111
chr10	123154401	123154402	BUB3	.	+	ENSG00000154473.18	123040000	123400000	3	4	1	0.317780555555556
chr10	123666354	123666355	GPR26	.	+	ENSG00000154478.4	123600000	123960000	12	1	19	0.184316666666667
chr10	123940266	123940267	CPXM2	.	-	ENSG00000121898.13	123600000	123960000	12	1	19	0.0548138888888889
chr10	124093597	124093598	CHST15	.	-	ENSG00000182022.18	124000000	124440000	21	6	22	0.212722727272727
chr10	124418975	124418976	OAT	.	-	ENSG00000065154.12	124400000	124840000	5	6	20	0.0431272727272727
chr10	124450034	124450035	NKX1-2	.	-	ENSG00000229544.9	124440000	124760000	25	22	3	0.031359375
chr10	124461822	124461823	LHPP	.	+	ENSG00000107902.14	124440000	124760000	25	22	3	0.06819375
chr10	124744377	124744378	FAM53B	.	-	ENSG00000189319.14	124440000	124760000	25	22	3	0.04881875
chr10	124791726	124791727	AC068896.3	.	-	ENSG00000258539.1	124760000	124840000	25	3	20	0.3965875
chr10	124791886	124791887	EEF1AKMT2	.	-	ENSG00000203791.15	124760000	124840000	25	3	20	0.3985875
chr10	124801818	124801819	ABRAXAS2	.	+	ENSG00000165660.8	124760000	124840000	25	3	20	0.477275
chr10	124942122	124942123	ZRANB1	.	+	ENSG00000019995.6	124440000	124960000	9	22	2	0.0343807692307692
chr10	125161169	125161170	CTBP2	.	-	ENSG00000175029.17	125160000	125720000	3	9	2	0.00208928571428574
chr10	125683162	125683163	TEX36	.	-	ENSG00000175018.13	125160000	125720000	3	9	2	0.0657803571428571
chr10	125719514	125719515	EDRF1	.	+	ENSG00000107938.18	125160000	125720000	3	9	2	0.000867857142857142
chr10	125775820	125775821	MMP21	.	-	ENSG00000154485.5	125720000	125920000	3	2	10	0.279105
chr10	125823257	125823258	UROS	.	-	ENSG00000188690.15	125160000	125840000	6	9	21	0.0246205882352941
chr10	125823545	125823546	BCCIP	.	+	ENSG00000107949.17	125160000	125840000	6	9	21	0.0241985294117647
chr10	125896435	125896436	DHX32	.	-	ENSG00000089876.12	125840000	125920000	6	21	10	0.29455
chr10	125896563	125896564	FANK1	.	+	ENSG00000203780.11	125840000	125920000	6	21	10	0.2929625
chr10	126388454	126388455	ADAM12	.	-	ENSG00000148848.14	125920000	126520000	3	10	1	0.219241666666667
chr10	126798707	126798708	C10orf90	.	-	ENSG00000154493.19	125920000	126880000	6	10	1	0.0846791666666667
chr10	126905408	126905409	DOCK1	.	+	ENSG00000150760.12	126880000	127560000	6	1	1	0.037364705882353
chr10	127196590	127196591	INSYN2A	.	-	ENSG00000188916.9	126520000	127480000	3	1	2	0.295217708333333
chr10	127549368	127549369	NPS	.	+	ENSG00000214285.2	126880000	127560000	6	1	1	0.0156352941176471
chr10	127737184	127737185	FOXI2	.	+	ENSG00000186766.8	127680000	127880000	9	10	19	0.28592
chr10	127892940	127892941	CLRN3	.	-	ENSG00000180745.5	127880000	128040000	3	19	1	0.08088125
chr10	127907060	127907061	PTPRE	.	+	ENSG00000132334.16	127880000	128040000	3	19	1	0.169125
chr10	128126422	128126423	MKI67	.	-	ENSG00000148773.14	128040000	128200000	3	1	27	0.45985625
chr10	129467189	129467190	MGMT	.	+	ENSG00000170430.10	129040000	130200000	3	2	5	0.368266379310345
chr10	129963840	129963841	EBF3	.	-	ENSG00000108001.13	129000000	130160000	4	10	23	0.169102586206897
chr10	130110829	130110830	C10orf143	.	-	ENSG00000237489.5	129000000	130160000	4	10	23	0.0423879310344827
chr10	130136390	130136391	GLRX3	.	+	ENSG00000108010.12	129000000	130160000	4	10	23	0.0203534482758621
chr10	131311720	131311721	TCERG1L	.	-	ENSG00000176769.9	130680000	131320000	3	2	7	0.0129359375
chr10	131901007	131901008	PPP2R2D	.	+	ENSG00000175470.20	131880000	132040000	3	23	1	0.13129375
chr10	131982012	131982013	BNIP3	.	-	ENSG00000176171.11	131880000	132040000	3	23	1	0.36241875
chr10	132036335	132036336	JAKMIP3	.	+	ENSG00000188385.12	131880000	132040000	3	23	1	0.02290625
chr10	132186947	132186948	DPYSL4	.	+	ENSG00000151640.13	132160000	132360000	3	28	4	0.134735
chr10	132331846	132331847	STK32C	.	-	ENSG00000165752.17	132160000	132360000	3	28	4	0.140765
chr10	132332153	132332154	LRRC27	.	+	ENSG00000148814.18	132160000	132360000	3	28	4	0.139235
chr10	132397167	132397168	PWWP2B	.	+	ENSG00000171813.14	132360000	132640000	3	4	2	0.132739285714286
chr10	132537786	132537787	INPP5A	.	+	ENSG00000068383.19	132360000	132640000	3	4	2	0.36505
chr10	132786146	132786147	NKX6-2	.	-	ENSG00000148826.9	132680000	132800000	5	2	13	0.115441666666667
chr10	132942822	132942823	CFAP46	.	-	ENSG00000171811.14	132840000	133240000	4	2	3	0.2570575
chr10	133070928	133070929	ADGRA1	.	+	ENSG00000197177.15	132840000	133240000	4	2	3	0.42268
chr10	133160218	133160219	KNDC1	.	+	ENSG00000171798.18	132840000	133240000	4	2	3	0.199455
chr10	133230216	133230217	UTF1	.	+	ENSG00000171794.4	132840000	133240000	4	2	3	0.02446
chr10	133237854	133237855	VENTX	.	+	ENSG00000151650.8	132840000	133240000	4	2	3	0.00536500000000001
chr10	133276867	133276868	ADAM8	.	-	ENSG00000151651.16	132800000	133280000	3	13	1	0.006525
chr10	133308913	133308914	ZNF511	.	+	ENSG00000198546.15	133280000	133560000	3	1	28	0.103260714285714
chr10	133309409	133309410	ZNF511-PRAP1	.	+	ENSG00000283496.1	133280000	133560000	3	1	28	0.105032142857143
chr10	133312336	133312337	TUBGCP2	.	-	ENSG00000130640.13	133280000	133560000	3	1	28	0.115489285714286
chr10	133336934	133336935	CALY	.	-	ENSG00000130643.9	133280000	133560000	3	1	28	0.203339285714286
chr10	133347367	133347368	PRAP1	.	+	ENSG00000165828.15	133280000	133560000	3	1	28	0.240596428571429
chr10	133358024	133358025	FUOM	.	-	ENSG00000148803.12	133280000	133560000	3	1	28	0.278660714285714
chr10	133373353	133373354	ECHS1	.	-	ENSG00000127884.5	133280000	133560000	3	1	28	0.333407142857143
chr10	133379260	133379261	PAOX	.	+	ENSG00000148832.16	133280000	133560000	3	1	28	0.3545
chr10	133380016	133380017	AL360181.3	.	+	ENSG00000254536.2	133280000	133560000	3	1	28	0.3572
chr10	133394093	133394094	MTG1	.	+	ENSG00000148824.19	133280000	133560000	3	1	28	0.407475
chr10	133424571	133424572	SPRN	.	-	ENSG00000203772.7	133280000	133560000	3	1	28	0.483671428571429
chr10	133453927	133453928	SCART1	.	+	ENSG00000214279.13	133280000	133560000	3	1	28	0.378832142857143
chr10	133520405	133520406	CYP2E1	.	+	ENSG00000130649.10	133280000	133560000	3	1	28	0.141410714285714
chr10	133569834	133569835	SYCE1	.	-	ENSG00000171772.16	133560000	133797422	3	28	28	0.0414241308724549
chr10	133626794	133626795	FRG2B	.	-	ENSG00000225899.8	133560000	133797422	3	28	28	0.281334501436261
chr11	193077	193078	SCGB1C1	.	+	ENSG00000188076.3	40000	200000	3	28	28	0.04326875
chr11	196737	196738	ODF3	.	+	ENSG00000177947.13	40000	200000	3	28	28	0.02039375
chr11	207427	207428	BET1L	.	-	ENSG00000177951.17	200000	520000	3	28	5	0.0232125
chr11	207510	207511	RIC8A	.	+	ENSG00000177963.14	200000	520000	3	28	5	0.02346875
chr11	236930	236931	SIRT3	.	-	ENSG00000142082.15	200000	520000	3	28	5	0.115409375
chr11	236965	236966	PSMD13	.	+	ENSG00000185627.18	200000	520000	3	28	5	0.115515625
chr11	278364	278365	NLRP6	.	+	ENSG00000174885.12	200000	520000	3	28	5	0.2448875
chr11	289125	289126	PGGHG	.	+	ENSG00000142102.16	200000	520000	3	28	5	0.278515625
chr11	299525	299526	IFITM5	.	-	ENSG00000206013.2	200000	520000	3	28	5	0.31101875
chr11	307630	307631	IFITM2	.	+	ENSG00000185201.16	200000	520000	3	28	5	0.33634375
chr11	313505	313506	IFITM1	.	+	ENSG00000185885.16	200000	520000	3	28	5	0.354703125
chr11	327536	327537	IFITM3	.	-	ENSG00000142089.16	200000	520000	3	28	5	0.398553125
chr11	369498	369499	B4GALNT4	.	+	ENSG00000182272.12	200000	520000	3	28	5	0.47031875
chr11	392613	392614	PKP3	.	+	ENSG00000184363.10	200000	520000	3	28	5	0.398084375
chr11	417454	417455	SIGIRR	.	-	ENSG00000185187.13	200000	520000	3	28	5	0.320453125
chr11	442010	442011	ANO9	.	-	ENSG00000185101.13	200000	520000	3	28	5	0.243715625
chr11	448267	448268	PTDSS2	.	+	ENSG00000174915.12	200000	520000	3	28	5	0.224165625
chr11	507299	507300	RNH1	.	-	ENSG00000023191.17	200000	520000	3	28	5	0.0396875
chr11	537286	537287	HRAS	.	-	ENSG00000174775.17	520000	800000	4	5	1	0.0617392857142857
chr11	537526	537527	LRRC56	.	+	ENSG00000161328.11	520000	800000	4	5	1	0.0625928571428571
chr11	560403	560404	RASSF7	.	+	ENSG00000099849.15	520000	800000	4	5	1	0.144296428571429
chr11	560737	560738	LMNTD2	.	-	ENSG00000185522.9	520000	800000	4	5	1	0.145492857142857
chr11	576469	576470	PHRF1	.	+	ENSG00000070047.13	520000	800000	4	5	1	0.201675
chr11	615982	615983	IRF7	.	-	ENSG00000185507.21	520000	800000	4	5	1	0.342796428571429
chr11	626077	626078	CDHR5	.	-	ENSG00000099834.19	520000	800000	4	5	1	0.37885
chr11	627180	627181	SCT	.	-	ENSG00000070031.4	520000	800000	4	5	1	0.382789285714286
chr11	637268	637269	DRD4	.	+	ENSG00000069696.7	520000	800000	4	5	1	0.418814285714286
chr11	694437	694438	EPS8L2	.	+	ENSG00000177106.16	520000	800000	4	5	1	0.377010714285714
chr11	695427	695428	TMEM80	.	+	ENSG00000177042.14	520000	800000	4	5	1	0.373475
chr11	706714	706715	DEAF1	.	-	ENSG00000177030.16	520000	800000	4	5	1	0.333160714285714
chr11	747414	747415	TALDO1	.	+	ENSG00000177156.11	520000	800000	4	5	1	0.187807142857143
chr11	777487	777488	GATD1	.	-	ENSG00000177225.17	520000	800000	4	5	1	0.0804
chr11	790112	790113	CEND1	.	-	ENSG00000184524.6	520000	800000	4	5	1	0.0353107142857143
chr11	797510	797511	PANO1	.	+	ENSG00000274897.3	520000	800000	4	5	1	0.00889285714285715
chr11	798280	798281	SLC25A22	.	-	ENSG00000177542.11	520000	800000	4	5	1	0.00613928571428574
chr11	809752	809753	PIDD1	.	-	ENSG00000177595.18	800000	1160000	4	1	28	0.0270916666666667
chr11	809964	809965	RPLP2	.	+	ENSG00000177600.9	800000	1160000	4	1	28	0.0276777777777778
chr11	818913	818914	PNPLA2	.	+	ENSG00000177666.17	800000	1160000	4	1	28	0.0525361111111111
chr11	826143	826144	CRACR2B	.	+	ENSG00000177685.17	520000	840000	3	5	4	0.043303125
chr11	832886	832887	CD151	.	+	ENSG00000177697.19	520000	840000	3	5	4	0.02223125
chr11	842528	842529	POLR2L	.	-	ENSG00000177700.6	840000	1160000	3	4	28	0.00790312500000001
chr11	842811	842812	TSPAN4	.	+	ENSG00000214063.11	840000	1160000	3	4	28	0.00878437500000001
chr11	915057	915058	CHID1	.	-	ENSG00000177830.18	840000	1160000	3	4	28	0.23455625
chr11	924893	924894	AP2A2	.	+	ENSG00000183020.13	840000	1160000	3	4	28	0.265290625
chr11	1036717	1036718	MUC6	.	-	ENSG00000184956.16	840000	1160000	3	4	28	0.38525625
chr11	1074874	1074875	MUC2	.	+	ENSG00000198788.8	840000	1160000	3	4	28	0.26601875
chr11	1157952	1157953	MUC5AC	.	+	ENSG00000215182.8	840000	1160000	3	4	28	0.00640000000000002
chr11	1223065	1223066	MUC5B	.	+	ENSG00000117983.17	1200000	1440000	3	28	28	0.0961041666666667
chr11	1309653	1309654	TOLLIP	.	-	ENSG00000078902.16	1200000	1440000	3	28	28	0.456891666666667
chr11	1389898	1389899	BRSK2	.	+	ENSG00000174672.16	1200000	1440000	3	28	28	0.208758333333333
chr11	1501246	1501247	MOB2	.	-	ENSG00000182208.14	1480000	1920000	3	28	28	0.0482886363636363
chr11	1572270	1572271	DUSP8	.	-	ENSG00000184545.11	1480000	1920000	3	28	28	0.209706818181818
chr11	1585282	1585283	KRTAP5-1	.	-	ENSG00000205869.2	1480000	1920000	3	28	28	0.239279545454545
chr11	1598293	1598294	KRTAP5-2	.	-	ENSG00000205867.3	1480000	1920000	3	28	28	0.26885
chr11	1608462	1608463	KRTAP5-3	.	-	ENSG00000196224.7	1480000	1920000	3	28	28	0.291961363636364
chr11	1622137	1622138	KRTAP5-4	.	-	ENSG00000241598.5	1480000	1920000	3	28	28	0.323040909090909
chr11	1629774	1629775	KRTAP5-5	.	+	ENSG00000185940.10	1480000	1920000	3	28	28	0.340395454545455
chr11	1697194	1697195	KRTAP5-6	.	+	ENSG00000205864.1	1480000	1920000	3	28	28	0.493622727272727
chr11	1750594	1750595	IFITM10	.	-	ENSG00000244242.2	1480000	1920000	3	28	28	0.385011363636364
chr11	1763953	1763954	AC068580.4	.	-	ENSG00000250644.3	1480000	1920000	3	28	28	0.35465
chr11	1764572	1764573	CTSD	.	-	ENSG00000117984.14	1480000	1920000	3	28	28	0.353243181818182
chr11	1828306	1828307	SYT8	.	+	ENSG00000149043.16	1480000	1920000	3	28	28	0.208395454545455
chr11	1838980	1838981	TNNI2	.	+	ENSG00000130598.16	1480000	1920000	3	28	28	0.184136363636364
chr11	1852969	1852970	LSP1	.	+	ENSG00000130592.15	1480000	1920000	3	28	28	0.152343181818182
chr11	1891894	1891895	PRR33	.	-	ENSG00000283787.1	1480000	1920000	3	28	28	0.063875
chr11	1919702	1919703	TNNT3	.	+	ENSG00000130595.19	1480000	1920000	3	28	28	0.000677272727272749
chr11	1947277	1947278	MRPL23	.	+	ENSG00000214026.11	1920000	2080000	3	28	28	0.17048125
chr11	2141237	2141238	IGF2	.	-	ENSG00000167244.21	2080000	2520000	7	28	2	0.139177272727273
chr11	2158390	2158391	AC132217.2	.	-	ENSG00000284779.2	2080000	2520000	7	28	2	0.178161363636364
chr11	2161208	2161209	INS-IGF2	.	-	ENSG00000129965.15	2080000	2520000	7	28	2	0.184565909090909
chr11	2161340	2161341	INS	.	-	ENSG00000254647.6	2080000	2520000	7	28	2	0.184865909090909
chr11	2171876	2171877	TH	.	-	ENSG00000180176.14	2080000	2520000	7	28	2	0.208811363636364
chr11	2270951	2270952	ASCL2	.	-	ENSG00000183734.4	2080000	2520000	7	28	2	0.433981818181818
chr11	2301996	2301997	TSPAN32	.	+	ENSG00000064201.15	2080000	2520000	7	28	2	0.495463636363636
chr11	2303048	2303049	C11orf21	.	-	ENSG00000110665.11	2080000	2520000	7	28	2	0.493070454545455
chr11	2376176	2376177	CD81	.	+	ENSG00000110651.11	2080000	2520000	7	28	2	0.326872727272727
chr11	2400487	2400488	TSSC4	.	+	ENSG00000184281.15	2080000	2520000	7	28	2	0.271620454545455
chr11	2423044	2423045	TRPM5	.	-	ENSG00000070985.13	2080000	2520000	7	28	2	0.220352272727273
chr11	2444683	2444684	KCNQ1	.	+	ENSG00000053918.18	2080000	2520000	7	28	2	0.171175
chr11	2885772	2885773	CDKN1C	.	-	ENSG00000129757.13	2880000	3240000	3	3	28	0.0160361111111111
chr11	2899720	2899721	SLC22A18	.	+	ENSG00000110628.16	2880000	3240000	3	3	28	0.0547777777777778
chr11	2903574	2903575	SLC22A18AS	.	-	ENSG00000254827.6	2560000	2920000	6	4	2	0.045625
chr11	2929419	2929420	PHLDA2	.	-	ENSG00000181649.8	2920000	3240000	6	2	28	0.0294375
chr11	2992376	2992377	NAP1L4	.	-	ENSG00000205531.13	2920000	3240000	6	2	28	0.226178125
chr11	3057612	3057613	CARS1	.	-	ENSG00000110619.17	2920000	3240000	6	2	28	0.430040625
chr11	3166738	3166739	OSBPL5	.	-	ENSG00000021762.20	2920000	3240000	6	2	28	0.228940625
chr11	3218812	3218813	MRGPRG	.	-	ENSG00000182170.3	2920000	3240000	6	2	28	0.066209375
chr11	3232416	3232417	MRGPRE	.	-	ENSG00000184350.11	2920000	3240000	6	2	28	0.023696875
chr11	3379221	3379222	ZNF195	.	-	ENSG00000005801.18	3240000	3600000	3	28	28	0.386727777777778
chr11	3642315	3642316	ART5	.	-	ENSG00000167311.14	3600000	3840000	3	28	3	0.176316666666667
chr11	3645127	3645128	ART1	.	+	ENSG00000129744.3	3600000	3840000	3	28	3	0.188029166666667
chr11	3671383	3671384	CHRNA10	.	-	ENSG00000129749.3	3600000	3840000	3	28	3	0.297433333333333
chr11	3797723	3797724	PGAP2	.	+	ENSG00000148985.20	3600000	3840000	3	28	3	0.176154166666667
chr11	3797791	3797792	NUP98	.	-	ENSG00000110713.17	3600000	3840000	3	28	3	0.175866666666667
chr11	3840958	3840959	RHOG	.	-	ENSG00000177105.10	3840000	4200000	3	3	28	0.00266388888888891
chr11	3854526	3854527	STIM1	.	+	ENSG00000167323.11	3840000	4200000	3	3	28	0.04035
chr11	4094706	4094707	RRM1	.	+	ENSG00000167325.15	3840000	4200000	3	3	28	0.292483333333333
chr11	4233287	4233288	SSU72P5	.	+	ENSG00000284018.1	4200000	4360000	3	28	28	0.20804375
chr11	4242639	4242640	SSU72P2	.	-	ENSG00000284306.1	4200000	4360000	3	28	28	0.2665
chr11	4288082	4288083	SSU72P4	.	-	ENSG00000283873.1	4200000	4360000	3	28	28	0.44948125
chr11	4329864	4329865	SSU72P3	.	+	ENSG00000284546.1	4200000	4360000	3	28	28	0.18835
chr11	4339243	4339244	SSU72P7	.	-	ENSG00000284438.1	4200000	4360000	3	28	28	0.129725
chr11	4368385	4368386	OR52B4	.	-	ENSG00000221996.6	4360000	4600000	3	28	3	0.0349416666666667
chr11	4393701	4393702	TRIM21	.	-	ENSG00000132109.10	4360000	4600000	3	28	3	0.140425
chr11	4449294	4449295	OR52K2	.	+	ENSG00000181963.5	4360000	4600000	3	28	3	0.372058333333333
chr11	4482645	4482646	OR52K1	.	+	ENSG00000196778.3	4360000	4600000	3	28	3	0.488979166666667
chr11	4545190	4545191	OR52M1	.	+	ENSG00000197790.1	4360000	4600000	3	28	3	0.228375
chr11	4581742	4581743	OR52I2	.	+	ENSG00000226288.2	4360000	4600000	3	28	3	0.076075
chr11	4593613	4593614	OR52I1	.	+	ENSG00000232268.6	4360000	4600000	3	28	3	0.0266125
chr11	4608230	4608231	TRIM68	.	-	ENSG00000167333.13	4600000	4840000	3	3	2	0.0342958333333334
chr11	4637476	4637477	OR51D1	.	+	ENSG00000197428.3	4600000	4840000	3	3	2	0.15615
chr11	4643419	4643420	OR51E1	.	+	ENSG00000180785.10	4600000	4840000	3	3	2	0.1809125
chr11	4697830	4697831	OR51C1P	.	-	ENSG00000197674.7	4600000	4840000	3	3	2	0.407629166666667
chr11	4697853	4697854	OR51E2	.	-	ENSG00000167332.9	4600000	4840000	3	3	2	0.407725
chr11	4704926	4704927	MMP26	.	+	ENSG00000167346.7	4600000	4840000	3	3	2	0.437191666666667
chr11	4769937	4769938	OR51F1	.	-	ENSG00000280021.1	4600000	4840000	3	3	2	0.291925
chr11	4804379	4804380	OR52R1	.	-	ENSG00000279270.2	4600000	4840000	3	3	2	0.148416666666667
chr11	4821320	4821321	OR51F2	.	+	ENSG00000176925.7	4600000	4840000	3	3	2	0.0778333333333333
chr11	4849237	4849238	OR51S1	.	-	ENSG00000176922.4	4840000	5120000	4	2	1	0.0329928571428572
chr11	4881818	4881819	OR51T1	.	+	ENSG00000176900.2	4840000	5120000	4	2	1	0.14935
chr11	4903782	4903783	OR51A7	.	+	ENSG00000176895.9	4840000	5120000	4	2	1	0.227792857142857
chr11	4919349	4919350	OR51G2	.	-	ENSG00000176893.5	4840000	5120000	4	2	1	0.283392857142857
chr11	4924338	4924339	OR51G1	.	-	ENSG00000278870.2	4840000	5120000	4	2	1	0.301210714285714
chr11	4947604	4947605	OR51A4	.	-	ENSG00000205497.4	4360000	5040000	8	28	4	0.135875
chr11	4955712	4955713	OR51A2	.	-	ENSG00000205496.1	4360000	5040000	8	28	4	0.123951470588235
chr11	4994850	4994851	OR51L1	.	+	ENSG00000176798.2	4360000	5040000	8	28	4	0.0663970588235294
chr11	5046525	5046526	OR52J3	.	+	ENSG00000205495.1	5040000	5760000	8	4	28	0.00906249999999997
chr11	5059626	5059627	OR52E2	.	-	ENSG00000176787.2	5040000	5760000	8	4	28	0.0272597222222222
chr11	5138355	5138356	OR52A5	.	-	ENSG00000171944.2	5120000	5480000	4	1	3	0.0509888888888889
chr11	5154756	5154757	OR52A1	.	-	ENSG00000182070.5	5120000	5480000	4	1	3	0.0965472222222222
chr11	5200699	5200700	OR51V1	.	-	ENSG00000176742.2	5120000	5480000	4	1	3	0.224166666666667
chr11	5229394	5229395	HBB	.	-	ENSG00000244734.4	5120000	5480000	4	1	3	0.303875
chr11	5243656	5243657	HBD	.	-	ENSG00000223609.11	5120000	5480000	4	1	3	0.343491666666667
chr11	5249858	5249859	HBG1	.	-	ENSG00000213934.8	5120000	5480000	4	1	3	0.360719444444444
chr11	5254782	5254783	AC104389.6	.	-	ENSG00000284931.1	5120000	5480000	4	1	3	0.374397222222222
chr11	5301945	5301946	OR51B4	.	-	ENSG00000183251.4	5120000	5480000	4	1	3	0.494594444444445
chr11	5324296	5324297	OR51B2	.	-	ENSG00000279012.2	5120000	5480000	4	1	3	0.432508333333333
chr11	5351507	5351508	OR51B6	.	+	ENSG00000176239.7	5120000	5480000	4	1	3	0.356925
chr11	5383811	5383812	OR51M1	.	+	ENSG00000184698.5	5120000	5480000	4	1	3	0.267191666666667
chr11	5422110	5422111	OR51Q1	.	+	ENSG00000167360.6	5120000	5480000	4	1	3	0.160805555555556
chr11	5441513	5441514	OR51I1	.	-	ENSG00000167359.8	5120000	5480000	4	1	3	0.106905555555556
chr11	5449322	5449323	OR51I2	.	+	ENSG00000187918.5	5120000	5480000	4	1	3	0.0852166666666667
chr11	5488684	5488685	OR52D1	.	+	ENSG00000181609.5	5480000	5760000	4	3	28	0.0310142857142857
chr11	5505604	5505605	HBG2	.	-	ENSG00000196565.15	5480000	5760000	4	3	28	0.0914464285714286
chr11	5505651	5505652	HBE1	.	-	ENSG00000213931.7	5480000	5760000	4	3	28	0.0916142857142857
chr11	5505651	5505652	OR51B5	.	-	ENSG00000167355.8	5480000	5760000	4	3	28	0.0916142857142857
chr11	5509957	5509958	UBQLN3	.	-	ENSG00000175520.9	5480000	5760000	4	3	28	0.106992857142857
chr11	5518430	5518431	UBQLNL	.	-	ENSG00000175518.8	5480000	5760000	4	3	28	0.137253571428571
chr11	5548532	5548533	OR52H1	.	-	ENSG00000181616.9	5480000	5760000	4	3	28	0.244760714285714
chr11	5580876	5580877	OR52B6	.	+	ENSG00000187747.2	5480000	5760000	4	3	28	0.360271428571429
chr11	5596108	5596109	TRIM6	.	+	ENSG00000121236.21	5480000	5760000	4	3	28	0.414671428571429
chr11	5596724	5596725	TRIM6-TRIM34	.	+	ENSG00000258588.3	5480000	5760000	4	3	28	0.416871428571429
chr11	5619763	5619764	TRIM34	.	+	ENSG00000258659.6	5480000	5760000	4	3	28	0.499153571428571
chr11	5678433	5678434	AC104389.5	.	-	ENSG00000239920.2	5480000	5760000	4	3	28	0.291307142857143
chr11	5689696	5689697	TRIM22	.	+	ENSG00000132274.16	5480000	5760000	4	3	28	0.251085714285714
chr11	5736447	5736448	OR56B1	.	+	ENSG00000181023.8	5480000	5760000	4	3	28	0.0841178571428571
chr11	5754242	5754243	OR52N4	.	+	ENSG00000181074.4	5480000	5760000	4	3	28	0.0205642857142857
chr11	5783354	5783355	OR52N5	.	-	ENSG00000181009.5	5760000	5800000	3	28	28	0.416125
chr11	5791264	5791265	OR52N1	.	-	ENSG00000181001.2	5760000	5800000	3	28	28	0.218375
chr11	5820313	5820314	OR52N2	.	+	ENSG00000180988.2	5800000	6200000	3	28	3	0.0507825
chr11	5841951	5841952	OR52E6	.	-	ENSG00000205409.3	5800000	6200000	3	28	3	0.10488
chr11	5857733	5857734	OR52E8	.	-	ENSG00000183269.5	5800000	6200000	3	28	3	0.144335
chr11	5880628	5880629	OR52E4	.	+	ENSG00000180974.4	5800000	6200000	3	28	3	0.20157
chr11	5893207	5893208	OR52E5	.	+	ENSG00000277932.2	5800000	6200000	3	28	3	0.2330175
chr11	5938618	5938619	TRIM5	.	-	ENSG00000132256.19	5800000	6200000	3	28	3	0.3465475
chr11	5938750	5938751	OR56A3	.	+	ENSG00000184478.7	5800000	6200000	3	28	3	0.346875
chr11	5968493	5968494	OR56A5	.	-	ENSG00000188691.5	5800000	6200000	3	28	3	0.421235
chr11	5986984	5986985	OR52L1	.	-	ENSG00000183313.4	5800000	6200000	3	28	3	0.4674625
chr11	6006945	6006946	OR56A4	.	-	ENSG00000183389.5	5800000	6200000	3	28	3	0.482635
chr11	6034337	6034338	OR56A1	.	-	ENSG00000180934.6	5800000	6200000	3	28	3	0.414155
chr11	6107683	6107684	OR56B4	.	+	ENSG00000180919.3	5800000	6200000	3	28	3	0.2307925
chr11	6170407	6170408	OR52B2	.	-	ENSG00000255307.1	5800000	6200000	3	28	3	0.07398
chr11	6199145	6199146	OR52W1	.	+	ENSG00000175485.2	5800000	6200000	3	28	3	0.00213750000000001
chr11	6205556	6205557	C11orf42	.	+	ENSG00000180878.3	6200000	6360000	3	3	11	0.034725
chr11	6234710	6234711	FAM160A2	.	-	ENSG00000051009.10	6200000	6360000	3	3	11	0.21694375
chr11	6234764	6234765	CNGA4	.	+	ENSG00000132259.13	6200000	6360000	3	3	11	0.217275
chr11	6259805	6259806	CCKBR	.	+	ENSG00000110148.10	6200000	6360000	3	3	11	0.37378125
chr11	6320531	6320532	CAVIN3	.	-	ENSG00000170955.10	6200000	6360000	3	3	11	0.246675
chr11	6390439	6390440	SMPD1	.	+	ENSG00000166311.10	6360000	6520000	3	11	1	0.19024375
chr11	6419413	6419414	APBB1	.	-	ENSG00000166313.19	6360000	6520000	3	11	1	0.3713375
chr11	6442616	6442617	HPX	.	-	ENSG00000110169.11	6360000	6520000	3	11	1	0.48364375
chr11	6474458	6474459	TRIM3	.	-	ENSG00000110171.20	6360000	6520000	3	11	1	0.28463125
chr11	6481478	6481479	ARFIP2	.	-	ENSG00000132254.12	6360000	6520000	3	11	1	0.24075625
